category,state,image_name,image_hash,metric,orig_val,surro_mean,surro_std,z_score,verdict,n_surrogates
ai_faces_1k,,XNJ4NC25TR.jpg,a23d7c8a261a45c25f7dc53524d4b05f,betti_0,599.0,599.0,0.0,0.0,no sep,20
ai_faces_1k,,XNJ4NC25TR.jpg,a23d7c8a261a45c25f7dc53524d4b05f,betti_1,48.0,81.35,10.522714,-3.1693,SEPARATED,20
ai_faces_1k,,XNJ4NC25TR.jpg,a23d7c8a261a45c25f7dc53524d4b05f,persistence_entropy_h1,4.0029,4.544835,0.073988,-7.3247,SEPARATED,20
ai_faces_1k,,XNJ4NC25TR.jpg,a23d7c8a261a45c25f7dc53524d4b05f,total_persistence_h1,97.0575,145.126895,5.756757,-8.3501,SEPARATED,20
ai_faces_1k,,XNJ4NC25TR.jpg,a23d7c8a261a45c25f7dc53524d4b05f,euler_mean,-8.125,3.07188,1.743987,-6.4203,SEPARATED,20
ai_faces_1k,,XNJ4NC25TR.jpg,a23d7c8a261a45c25f7dc53524d4b05f,euler_std,25.3793,35.40198,2.850502,-3.5161,SEPARATED,20
ai_faces_1k,,XNJ4NC25TR.jpg,a23d7c8a261a45c25f7dc53524d4b05f,euler_range,111.0,146.95,13.883353,-2.5894,MARGINAL,20
ai_faces_1k,,XNJ4NC25TR.jpg,a23d7c8a261a45c25f7dc53524d4b05f,bilateral_symmetry,0.8742,0.79075,0.025605,3.2591,SEPARATED,20
ai_faces_1k,,XNJ4NC25TR.jpg,a23d7c8a261a45c25f7dc53524d4b05f,f_dim,1.6549,1.88078,0.012882,-17.5351,SEPARATED,20
ai_faces_1k,,XNJ4NC25TR.jpg,a23d7c8a261a45c25f7dc53524d4b05f,lacunarity_mean,4.7148,1.90743,0.106276,26.4158,SEPARATED,20
ai_faces_1k,,XNJ4NC25TR.jpg,a23d7c8a261a45c25f7dc53524d4b05f,multifractal_width,0.0963,0.13356,0.016036,-2.3236,MARGINAL,20
ai_faces_1k,,XNJ4NC25TR.jpg,a23d7c8a261a45c25f7dc53524d4b05f,orientation_coherence,0.534,0.43856,0.004057,23.5268,SEPARATED,20
ai_faces_1k,,XNJ4NC25TR.jpg,a23d7c8a261a45c25f7dc53524d4b05f,multiscale_entropy_slope,-0.05,-0.02562,0.004288,-5.6858,SEPARATED,20
ai_faces_1k,,XNJ4NC25TR.jpg,a23d7c8a261a45c25f7dc53524d4b05f,junctions,834.0,3033.75,133.28161,-16.5045,SEPARATED,20
ai_faces_1k,,XNJ4NC25TR.jpg,a23d7c8a261a45c25f7dc53524d4b05f,clustering,0.292966,0.277076,0.002844,5.5869,SEPARATED,20
ai_faces_1k,,XNJ4NC25TR.jpg,a23d7c8a261a45c25f7dc53524d4b05f,plateau,0.826139,0.796901,0.00812,3.6008,SEPARATED,20
ai_faces_1k,,XNJ4NC25TR.jpg,a23d7c8a261a45c25f7dc53524d4b05f,entropy,7.4675,7.4675,0.0,0.0,no sep,20
ai_faces_1k,,XNJ4NC25TR.jpg,a23d7c8a261a45c25f7dc53524d4b05f,forbidden_coverage,0.0267,0.00022,0.000959,27.6133,SEPARATED,20
ai_faces_1k,,XNJ4NC25TR.jpg,a23d7c8a261a45c25f7dc53524d4b05f,tau_ratio_score,0.0,0.0,0.0,0.0,no sep,20
ai_faces_1k,,WVYKWFMVNE.jpg,1e20392d2265cb3c6d1dcb9a174b74f7,betti_0,599.0,599.0,0.0,0.0,no sep,20
ai_faces_1k,,WVYKWFMVNE.jpg,1e20392d2265cb3c6d1dcb9a174b74f7,betti_1,38.0,93.25,10.034316,-5.5061,SEPARATED,20
ai_faces_1k,,WVYKWFMVNE.jpg,1e20392d2265cb3c6d1dcb9a174b74f7,persistence_entropy_h1,4.0281,4.63049,0.052307,-11.5164,SEPARATED,20
ai_faces_1k,,WVYKWFMVNE.jpg,1e20392d2265cb3c6d1dcb9a174b74f7,total_persistence_h1,95.9797,151.25222,4.546891,-12.1561,SEPARATED,20
ai_faces_1k,,WVYKWFMVNE.jpg,1e20392d2265cb3c6d1dcb9a174b74f7,euler_mean,-2.0312,-0.46876,1.808148,-0.8641,no sep,20
ai_faces_1k,,WVYKWFMVNE.jpg,1e20392d2265cb3c6d1dcb9a174b74f7,euler_std,19.8785,28.48836,2.410064,-3.5725,SEPARATED,20
ai_faces_1k,,WVYKWFMVNE.jpg,1e20392d2265cb3c6d1dcb9a174b74f7,euler_range,93.0,100.05,12.026949,-0.5862,no sep,20
ai_faces_1k,,WVYKWFMVNE.jpg,1e20392d2265cb3c6d1dcb9a174b74f7,bilateral_symmetry,0.6973,0.727045,0.037798,-0.7869,no sep,20
ai_faces_1k,,WVYKWFMVNE.jpg,1e20392d2265cb3c6d1dcb9a174b74f7,f_dim,1.6917,1.88499,0.006186,-31.2475,SEPARATED,20
ai_faces_1k,,WVYKWFMVNE.jpg,1e20392d2265cb3c6d1dcb9a174b74f7,lacunarity_mean,4.4163,1.912295,0.04341,57.6825,SEPARATED,20
ai_faces_1k,,WVYKWFMVNE.jpg,1e20392d2265cb3c6d1dcb9a174b74f7,multifractal_width,0.2815,0.395145,0.077461,-1.4671,no sep,20
ai_faces_1k,,WVYKWFMVNE.jpg,1e20392d2265cb3c6d1dcb9a174b74f7,orientation_coherence,0.5645,0.473465,0.003223,28.2488,SEPARATED,20
ai_faces_1k,,WVYKWFMVNE.jpg,1e20392d2265cb3c6d1dcb9a174b74f7,multiscale_entropy_slope,-0.0458,-0.00877,0.004552,-8.1354,SEPARATED,20
ai_faces_1k,,WVYKWFMVNE.jpg,1e20392d2265cb3c6d1dcb9a174b74f7,junctions,1212.0,3268.0,109.527622,-18.7715,SEPARATED,20
ai_faces_1k,,WVYKWFMVNE.jpg,1e20392d2265cb3c6d1dcb9a174b74f7,clustering,0.274752,0.272672,0.00251,0.829,no sep,20
ai_faces_1k,,WVYKWFMVNE.jpg,1e20392d2265cb3c6d1dcb9a174b74f7,plateau,0.79703,0.786211,0.009136,1.1842,no sep,20
ai_faces_1k,,WVYKWFMVNE.jpg,1e20392d2265cb3c6d1dcb9a174b74f7,entropy,7.6125,7.6125,0.0,0.0,no sep,20
ai_faces_1k,,WVYKWFMVNE.jpg,1e20392d2265cb3c6d1dcb9a174b74f7,forbidden_coverage,0.0667,0.0,0.0,nan,zero-var,20
ai_faces_1k,,WVYKWFMVNE.jpg,1e20392d2265cb3c6d1dcb9a174b74f7,tau_ratio_score,0.0,0.0,0.0,0.0,no sep,20
ai_faces_1k,,ZEORWL19XI.jpg,088ad9a246de8590bd4df8944e410849,betti_0,501.0,599.0,0.0,nan,zero-var,20
ai_faces_1k,,ZEORWL19XI.jpg,088ad9a246de8590bd4df8944e410849,betti_1,11.0,58.15,14.499224,-3.2519,SEPARATED,20
ai_faces_1k,,ZEORWL19XI.jpg,088ad9a246de8590bd4df8944e410849,persistence_entropy_h1,3.8892,4.371125,0.098912,-4.8723,SEPARATED,20
ai_faces_1k,,ZEORWL19XI.jpg,088ad9a246de8590bd4df8944e410849,total_persistence_h1,58.5792,105.304365,8.785706,-5.3183,SEPARATED,20
ai_faces_1k,,ZEORWL19XI.jpg,088ad9a246de8590bd4df8944e410849,euler_mean,-6.875,-27.946875,1.491115,14.1316,SEPARATED,20
ai_faces_1k,,ZEORWL19XI.jpg,088ad9a246de8590bd4df8944e410849,euler_std,24.1062,53.269835,6.164518,-4.7309,SEPARATED,20
ai_faces_1k,,ZEORWL19XI.jpg,088ad9a246de8590bd4df8944e410849,euler_range,147.0,307.3,39.874929,-4.0201,SEPARATED,20
ai_faces_1k,,ZEORWL19XI.jpg,088ad9a246de8590bd4df8944e410849,bilateral_symmetry,0.8851,0.88066,0.008956,0.4958,no sep,20
ai_faces_1k,,ZEORWL19XI.jpg,088ad9a246de8590bd4df8944e410849,f_dim,1.4697,1.750695,0.01834,-15.3218,SEPARATED,20
ai_faces_1k,,ZEORWL19XI.jpg,088ad9a246de8590bd4df8944e410849,lacunarity_mean,10.0239,3.270105,0.238375,28.3326,SEPARATED,20
ai_faces_1k,,ZEORWL19XI.jpg,088ad9a246de8590bd4df8944e410849,multifractal_width,0.6196,1.59087,0.33344,-2.9129,MARGINAL,20
ai_faces_1k,,ZEORWL19XI.jpg,088ad9a246de8590bd4df8944e410849,orientation_coherence,0.5522,0.452855,0.004672,21.2625,SEPARATED,20
ai_faces_1k,,ZEORWL19XI.jpg,088ad9a246de8590bd4df8944e410849,multiscale_entropy_slope,-0.0609,-0.018885,0.004564,-9.205,SEPARATED,20
ai_faces_1k,,ZEORWL19XI.jpg,088ad9a246de8590bd4df8944e410849,junctions,248.0,1370.0,106.690674,-10.5164,SEPARATED,20
ai_faces_1k,,ZEORWL19XI.jpg,088ad9a246de8590bd4df8944e410849,clustering,0.303315,0.288698,0.003338,4.3787,SEPARATED,20
ai_faces_1k,,ZEORWL19XI.jpg,088ad9a246de8590bd4df8944e410849,plateau,0.826613,0.817118,0.011139,0.8524,no sep,20
ai_faces_1k,,ZEORWL19XI.jpg,088ad9a246de8590bd4df8944e410849,entropy,6.1202,6.1202,0.0,0.0,no sep,20
ai_faces_1k,,ZEORWL19XI.jpg,088ad9a246de8590bd4df8944e410849,forbidden_coverage,0.1422,0.006435,0.005356,25.3466,SEPARATED,20
ai_faces_1k,,ZEORWL19XI.jpg,088ad9a246de8590bd4df8944e410849,tau_ratio_score,0.0,0.0,0.0,0.0,no sep,20
ai_faces_1k,,WY9QMV51J8.jpg,c311b3fd5d131ea56dc48be47558b129,betti_0,599.0,599.0,0.0,0.0,no sep,20
ai_faces_1k,,WY9QMV51J8.jpg,c311b3fd5d131ea56dc48be47558b129,betti_1,26.0,83.15,13.199527,-4.3297,SEPARATED,20
ai_faces_1k,,WY9QMV51J8.jpg,c311b3fd5d131ea56dc48be47558b129,persistence_entropy_h1,3.6467,4.51601,0.091758,-9.4739,SEPARATED,20
ai_faces_1k,,WY9QMV51J8.jpg,c311b3fd5d131ea56dc48be47558b129,total_persistence_h1,78.1799,141.53036,7.735653,-8.1894,SEPARATED,20
ai_faces_1k,,WY9QMV51J8.jpg,c311b3fd5d131ea56dc48be47558b129,euler_mean,-0.5312,2.057815,1.668536,-1.5517,no sep,20
ai_faces_1k,,WY9QMV51J8.jpg,c311b3fd5d131ea56dc48be47558b129,euler_std,18.7533,24.677565,1.412486,-4.1942,SEPARATED,20
ai_faces_1k,,WY9QMV51J8.jpg,c311b3fd5d131ea56dc48be47558b129,euler_range,114.0,105.45,14.681536,0.5824,no sep,20
ai_faces_1k,,WY9QMV51J8.jpg,c311b3fd5d131ea56dc48be47558b129,bilateral_symmetry,0.7752,0.70149,0.056192,1.3118,no sep,20
ai_faces_1k,,WY9QMV51J8.jpg,c311b3fd5d131ea56dc48be47558b129,f_dim,1.4986,1.850645,0.008653,-40.6855,SEPARATED,20
ai_faces_1k,,WY9QMV51J8.jpg,c311b3fd5d131ea56dc48be47558b129,lacunarity_mean,8.6074,2.17531,0.079128,81.2874,SEPARATED,20
ai_faces_1k,,WY9QMV51J8.jpg,c311b3fd5d131ea56dc48be47558b129,multifractal_width,0.1916,0.2871,0.054369,-1.7565,no sep,20
ai_faces_1k,,WY9QMV51J8.jpg,c311b3fd5d131ea56dc48be47558b129,orientation_coherence,0.5484,0.51037,0.003519,10.8059,SEPARATED,20
ai_faces_1k,,WY9QMV51J8.jpg,c311b3fd5d131ea56dc48be47558b129,multiscale_entropy_slope,-0.0504,0.01238,0.005083,-12.3498,SEPARATED,20
ai_faces_1k,,WY9QMV51J8.jpg,c311b3fd5d131ea56dc48be47558b129,junctions,991.0,2839.85,108.799023,-16.9933,SEPARATED,20
ai_faces_1k,,WY9QMV51J8.jpg,c311b3fd5d131ea56dc48be47558b129,clustering,0.271331,0.273509,0.002624,-0.8299,no sep,20
ai_faces_1k,,WY9QMV51J8.jpg,c311b3fd5d131ea56dc48be47558b129,plateau,0.803229,0.791474,0.006809,1.7263,no sep,20
ai_faces_1k,,WY9QMV51J8.jpg,c311b3fd5d131ea56dc48be47558b129,entropy,7.5384,7.5384,0.0,0.0,no sep,20
ai_faces_1k,,WY9QMV51J8.jpg,c311b3fd5d131ea56dc48be47558b129,forbidden_coverage,0.0844,0.00044,0.00132,63.6061,SEPARATED,20
ai_faces_1k,,WY9QMV51J8.jpg,c311b3fd5d131ea56dc48be47558b129,tau_ratio_score,0.0,0.0,0.0,0.0,no sep,20
ai_faces_1k,,YZWH35V9DQ.jpg,48dfda4f5298ae77a92a7fecb4b4b1c8,betti_0,599.0,599.0,0.0,0.0,no sep,20
ai_faces_1k,,YZWH35V9DQ.jpg,48dfda4f5298ae77a92a7fecb4b4b1c8,betti_1,47.0,94.85,13.119737,-3.6472,SEPARATED,20
ai_faces_1k,,YZWH35V9DQ.jpg,48dfda4f5298ae77a92a7fecb4b4b1c8,persistence_entropy_h1,4.3528,4.6574,0.08264,-3.6859,SEPARATED,20
ai_faces_1k,,YZWH35V9DQ.jpg,48dfda4f5298ae77a92a7fecb4b4b1c8,total_persistence_h1,119.2412,142.818385,6.400462,-3.6837,SEPARATED,20
ai_faces_1k,,YZWH35V9DQ.jpg,48dfda4f5298ae77a92a7fecb4b4b1c8,euler_mean,5.7188,-27.367205,1.75629,18.8386,SEPARATED,20
ai_faces_1k,,YZWH35V9DQ.jpg,48dfda4f5298ae77a92a7fecb4b4b1c8,euler_std,45.8464,77.40033,6.370787,-4.9529,SEPARATED,20
ai_faces_1k,,YZWH35V9DQ.jpg,48dfda4f5298ae77a92a7fecb4b4b1c8,euler_range,189.0,301.5,37.264594,-3.019,SEPARATED,20
ai_faces_1k,,YZWH35V9DQ.jpg,48dfda4f5298ae77a92a7fecb4b4b1c8,bilateral_symmetry,0.7713,0.81491,0.016208,-2.6907,MARGINAL,20
ai_faces_1k,,YZWH35V9DQ.jpg,48dfda4f5298ae77a92a7fecb4b4b1c8,f_dim,1.7962,1.93896,0.007361,-19.3943,SEPARATED,20
ai_faces_1k,,YZWH35V9DQ.jpg,48dfda4f5298ae77a92a7fecb4b4b1c8,lacunarity_mean,2.7237,1.485185,0.041089,30.142,SEPARATED,20
ai_faces_1k,,YZWH35V9DQ.jpg,48dfda4f5298ae77a92a7fecb4b4b1c8,multifractal_width,0.3759,0.523265,0.122562,-1.2024,no sep,20
ai_faces_1k,,YZWH35V9DQ.jpg,48dfda4f5298ae77a92a7fecb4b4b1c8,orientation_coherence,0.6542,0.427405,0.003979,56.9925,SEPARATED,20
ai_faces_1k,,YZWH35V9DQ.jpg,48dfda4f5298ae77a92a7fecb4b4b1c8,multiscale_entropy_slope,-0.051,-0.05028,0.003984,-0.1807,no sep,20
ai_faces_1k,,YZWH35V9DQ.jpg,48dfda4f5298ae77a92a7fecb4b4b1c8,junctions,2070.0,3991.8,118.637515,-16.1989,SEPARATED,20
ai_faces_1k,,YZWH35V9DQ.jpg,48dfda4f5298ae77a92a7fecb4b4b1c8,clustering,0.26774,0.271401,0.003007,-1.2173,no sep,20
ai_faces_1k,,YZWH35V9DQ.jpg,48dfda4f5298ae77a92a7fecb4b4b1c8,plateau,0.786957,0.794263,0.007514,-0.9724,no sep,20
ai_faces_1k,,YZWH35V9DQ.jpg,48dfda4f5298ae77a92a7fecb4b4b1c8,entropy,7.3101,7.3101,0.0,0.0,no sep,20
ai_faces_1k,,YZWH35V9DQ.jpg,48dfda4f5298ae77a92a7fecb4b4b1c8,forbidden_coverage,0.1289,0.00022,0.000959,134.1873,SEPARATED,20
ai_faces_1k,,YZWH35V9DQ.jpg,48dfda4f5298ae77a92a7fecb4b4b1c8,tau_ratio_score,0.0,0.0,0.0,0.0,no sep,20
ai_faces_1k,,YLLGI54KIN.jpg,407594f42f4e0e0bb6e2dda33059e061,betti_0,599.0,599.0,0.0,0.0,no sep,20
ai_faces_1k,,YLLGI54KIN.jpg,407594f42f4e0e0bb6e2dda33059e061,betti_1,54.0,132.1,9.267686,-8.4271,SEPARATED,20
ai_faces_1k,,YLLGI54KIN.jpg,407594f42f4e0e0bb6e2dda33059e061,persistence_entropy_h1,4.1993,4.829745,0.043419,-14.5201,SEPARATED,20
ai_faces_1k,,YLLGI54KIN.jpg,407594f42f4e0e0bb6e2dda33059e061,total_persistence_h1,114.9289,157.532045,3.602614,-11.8256,SEPARATED,20
ai_faces_1k,,YLLGI54KIN.jpg,407594f42f4e0e0bb6e2dda33059e061,euler_mean,-0.9688,-4.1125,3.378632,0.9305,no sep,20
ai_faces_1k,,YLLGI54KIN.jpg,407594f42f4e0e0bb6e2dda33059e061,euler_std,28.9099,72.40227,2.175219,-19.9945,SEPARATED,20
ai_faces_1k,,YLLGI54KIN.jpg,407594f42f4e0e0bb6e2dda33059e061,euler_range,131.0,255.25,12.376894,-10.0389,SEPARATED,20
ai_faces_1k,,YLLGI54KIN.jpg,407594f42f4e0e0bb6e2dda33059e061,bilateral_symmetry,0.8704,0.858385,0.005586,2.151,MARGINAL,20
ai_faces_1k,,YLLGI54KIN.jpg,407594f42f4e0e0bb6e2dda33059e061,f_dim,1.7268,1.950085,0.007911,-28.2257,SEPARATED,20
ai_faces_1k,,YLLGI54KIN.jpg,407594f42f4e0e0bb6e2dda33059e061,lacunarity_mean,3.5619,1.476055,0.049112,42.4712,SEPARATED,20
ai_faces_1k,,YLLGI54KIN.jpg,407594f42f4e0e0bb6e2dda33059e061,multifractal_width,0.3944,0.55626,0.086329,-1.8749,no sep,20
ai_faces_1k,,YLLGI54KIN.jpg,407594f42f4e0e0bb6e2dda33059e061,orientation_coherence,0.6417,0.41396,0.00234,97.3443,SEPARATED,20
ai_faces_1k,,YLLGI54KIN.jpg,407594f42f4e0e0bb6e2dda33059e061,multiscale_entropy_slope,-0.0666,-0.06597,0.002012,-0.3131,no sep,20
ai_faces_1k,,YLLGI54KIN.jpg,407594f42f4e0e0bb6e2dda33059e061,junctions,1246.0,3295.7,147.827636,-13.8655,SEPARATED,20
ai_faces_1k,,YLLGI54KIN.jpg,407594f42f4e0e0bb6e2dda33059e061,clustering,0.277956,0.281101,0.003321,-0.947,no sep,20
ai_faces_1k,,YLLGI54KIN.jpg,407594f42f4e0e0bb6e2dda33059e061,plateau,0.810594,0.808606,0.008748,0.2272,no sep,20
ai_faces_1k,,YLLGI54KIN.jpg,407594f42f4e0e0bb6e2dda33059e061,entropy,7.3374,7.3374,0.0,0.0,no sep,20
ai_faces_1k,,YLLGI54KIN.jpg,407594f42f4e0e0bb6e2dda33059e061,forbidden_coverage,0.0711,0.0,0.0,nan,zero-var,20
ai_faces_1k,,YLLGI54KIN.jpg,407594f42f4e0e0bb6e2dda33059e061,tau_ratio_score,0.0,0.0,0.0,0.0,no sep,20
ai_faces_1k,,Y7QFH0MS1V.jpg,3a280e2ad0e8a7b93a0472a52f1a154e,betti_0,599.0,599.0,0.0,0.0,no sep,20
ai_faces_1k,,Y7QFH0MS1V.jpg,3a280e2ad0e8a7b93a0472a52f1a154e,betti_1,69.0,110.25,13.341196,-3.0919,SEPARATED,20
ai_faces_1k,,Y7QFH0MS1V.jpg,3a280e2ad0e8a7b93a0472a52f1a154e,persistence_entropy_h1,4.3272,4.7178,0.06695,-5.8342,SEPARATED,20
ai_faces_1k,,Y7QFH0MS1V.jpg,3a280e2ad0e8a7b93a0472a52f1a154e,total_persistence_h1,136.7927,153.61864,5.391456,-3.1209,SEPARATED,20
ai_faces_1k,,Y7QFH0MS1V.jpg,3a280e2ad0e8a7b93a0472a52f1a154e,euler_mean,1.2188,9.12031,1.665603,-4.7439,SEPARATED,20
ai_faces_1k,,Y7QFH0MS1V.jpg,3a280e2ad0e8a7b93a0472a52f1a154e,euler_std,41.1998,37.43679,2.635676,1.4277,no sep,20
ai_faces_1k,,Y7QFH0MS1V.jpg,3a280e2ad0e8a7b93a0472a52f1a154e,euler_range,166.0,142.55,16.054516,1.4606,no sep,20
ai_faces_1k,,Y7QFH0MS1V.jpg,3a280e2ad0e8a7b93a0472a52f1a154e,bilateral_symmetry,0.8726,0.757005,0.049473,2.3365,MARGINAL,20
ai_faces_1k,,Y7QFH0MS1V.jpg,3a280e2ad0e8a7b93a0472a52f1a154e,f_dim,1.8013,1.86791,0.020274,-3.2854,SEPARATED,20
ai_faces_1k,,Y7QFH0MS1V.jpg,3a280e2ad0e8a7b93a0472a52f1a154e,lacunarity_mean,2.6706,2.03615,0.154265,4.1127,SEPARATED,20
ai_faces_1k,,Y7QFH0MS1V.jpg,3a280e2ad0e8a7b93a0472a52f1a154e,multifractal_width,0.6845,1.316965,0.346308,-1.8263,no sep,20
ai_faces_1k,,Y7QFH0MS1V.jpg,3a280e2ad0e8a7b93a0472a52f1a154e,orientation_coherence,0.6282,0.421395,0.002654,77.9233,SEPARATED,20
ai_faces_1k,,Y7QFH0MS1V.jpg,3a280e2ad0e8a7b93a0472a52f1a154e,multiscale_entropy_slope,-0.0543,-0.04617,0.003937,-2.0651,MARGINAL,20
ai_faces_1k,,Y7QFH0MS1V.jpg,3a280e2ad0e8a7b93a0472a52f1a154e,junctions,1772.0,3295.55,117.850955,-12.9278,SEPARATED,20
ai_faces_1k,,Y7QFH0MS1V.jpg,3a280e2ad0e8a7b93a0472a52f1a154e,clustering,0.282042,0.278056,0.002888,1.3799,no sep,20
ai_faces_1k,,Y7QFH0MS1V.jpg,3a280e2ad0e8a7b93a0472a52f1a154e,plateau,0.816591,0.805078,0.006355,1.8116,no sep,20
ai_faces_1k,,Y7QFH0MS1V.jpg,3a280e2ad0e8a7b93a0472a52f1a154e,entropy,7.7175,7.7175,0.0,0.0,no sep,20
ai_faces_1k,,Y7QFH0MS1V.jpg,3a280e2ad0e8a7b93a0472a52f1a154e,forbidden_coverage,0.0356,0.00022,0.000959,36.8942,SEPARATED,20
ai_faces_1k,,Y7QFH0MS1V.jpg,3a280e2ad0e8a7b93a0472a52f1a154e,tau_ratio_score,0.0,0.0,0.0,0.0,no sep,20
ai_faces_1k,,XU7G3QC41Q.jpg,22db4df2f796a6ffb8cdc5609bee906f,betti_0,599.0,599.0,0.0,0.0,no sep,20
ai_faces_1k,,XU7G3QC41Q.jpg,22db4df2f796a6ffb8cdc5609bee906f,betti_1,58.0,132.8,8.576713,-8.7213,SEPARATED,20
ai_faces_1k,,XU7G3QC41Q.jpg,22db4df2f796a6ffb8cdc5609bee906f,persistence_entropy_h1,4.4551,4.829005,0.043524,-8.5908,SEPARATED,20
ai_faces_1k,,XU7G3QC41Q.jpg,22db4df2f796a6ffb8cdc5609bee906f,total_persistence_h1,138.9516,156.521735,5.040205,-3.486,SEPARATED,20
ai_faces_1k,,XU7G3QC41Q.jpg,22db4df2f796a6ffb8cdc5609bee906f,euler_mean,58.5312,30.728125,3.229408,8.6093,SEPARATED,20
ai_faces_1k,,XU7G3QC41Q.jpg,22db4df2f796a6ffb8cdc5609bee906f,euler_std,106.7509,145.002965,3.157856,-12.1133,SEPARATED,20
ai_faces_1k,,XU7G3QC41Q.jpg,22db4df2f796a6ffb8cdc5609bee906f,euler_range,364.0,508.55,19.61753,-7.3684,SEPARATED,20
ai_faces_1k,,XU7G3QC41Q.jpg,22db4df2f796a6ffb8cdc5609bee906f,bilateral_symmetry,0.8218,0.795625,0.010874,2.4071,MARGINAL,20
ai_faces_1k,,XU7G3QC41Q.jpg,22db4df2f796a6ffb8cdc5609bee906f,f_dim,1.817,1.974395,0.002056,-76.5509,SEPARATED,20
ai_faces_1k,,XU7G3QC41Q.jpg,22db4df2f796a6ffb8cdc5609bee906f,lacunarity_mean,2.5078,1.305525,0.011031,108.987,SEPARATED,20
ai_faces_1k,,XU7G3QC41Q.jpg,22db4df2f796a6ffb8cdc5609bee906f,multifractal_width,0.3737,0.41017,0.031088,-1.1731,no sep,20
ai_faces_1k,,XU7G3QC41Q.jpg,22db4df2f796a6ffb8cdc5609bee906f,orientation_coherence,0.5939,0.408605,0.003359,55.1672,SEPARATED,20
ai_faces_1k,,XU7G3QC41Q.jpg,22db4df2f796a6ffb8cdc5609bee906f,multiscale_entropy_slope,-0.0871,-0.087625,0.002546,0.2062,no sep,20
ai_faces_1k,,XU7G3QC41Q.jpg,22db4df2f796a6ffb8cdc5609bee906f,junctions,3333.0,5043.25,104.724818,-16.3309,SEPARATED,20
ai_faces_1k,,XU7G3QC41Q.jpg,22db4df2f796a6ffb8cdc5609bee906f,clustering,0.277294,0.281042,0.001942,-1.9301,no sep,20
ai_faces_1k,,XU7G3QC41Q.jpg,22db4df2f796a6ffb8cdc5609bee906f,plateau,0.80468,0.807502,0.004408,-0.6401,no sep,20
ai_faces_1k,,XU7G3QC41Q.jpg,22db4df2f796a6ffb8cdc5609bee906f,entropy,7.5632,7.5632,0.0,0.0,no sep,20
ai_faces_1k,,XU7G3QC41Q.jpg,22db4df2f796a6ffb8cdc5609bee906f,forbidden_coverage,0.0667,0.0,0.0,nan,zero-var,20
ai_faces_1k,,XU7G3QC41Q.jpg,22db4df2f796a6ffb8cdc5609bee906f,tau_ratio_score,0.0,0.0,0.0,0.0,no sep,20
ai_faces_1k,,Z4Y9PS3TLQ.jpg,c18c1294309f0bdc428110e30ae44939,betti_0,599.0,599.0,0.0,0.0,no sep,20
ai_faces_1k,,Z4Y9PS3TLQ.jpg,c18c1294309f0bdc428110e30ae44939,betti_1,111.0,78.85,8.917819,3.6051,SEPARATED,20
ai_faces_1k,,Z4Y9PS3TLQ.jpg,c18c1294309f0bdc428110e30ae44939,persistence_entropy_h1,4.6848,4.584325,0.067083,1.4978,no sep,20
ai_faces_1k,,Z4Y9PS3TLQ.jpg,c18c1294309f0bdc428110e30ae44939,total_persistence_h1,128.2657,138.444715,7.110111,-1.4316,no sep,20
ai_faces_1k,,Z4Y9PS3TLQ.jpg,c18c1294309f0bdc428110e30ae44939,euler_mean,2.75,21.69844,2.712988,-6.9843,SEPARATED,20
ai_faces_1k,,Z4Y9PS3TLQ.jpg,c18c1294309f0bdc428110e30ae44939,euler_std,44.1567,42.21171,4.858015,0.4004,no sep,20
ai_faces_1k,,Z4Y9PS3TLQ.jpg,c18c1294309f0bdc428110e30ae44939,euler_range,156.0,149.35,20.165007,0.3298,no sep,20
ai_faces_1k,,Z4Y9PS3TLQ.jpg,c18c1294309f0bdc428110e30ae44939,bilateral_symmetry,0.8492,0.700905,0.049758,2.9803,MARGINAL,20
ai_faces_1k,,Z4Y9PS3TLQ.jpg,c18c1294309f0bdc428110e30ae44939,f_dim,1.8176,1.917475,0.003605,-27.7047,SEPARATED,20
ai_faces_1k,,Z4Y9PS3TLQ.jpg,c18c1294309f0bdc428110e30ae44939,lacunarity_mean,2.5206,1.641765,0.026275,33.4478,SEPARATED,20
ai_faces_1k,,Z4Y9PS3TLQ.jpg,c18c1294309f0bdc428110e30ae44939,multifractal_width,0.1984,1.19376,0.303932,-3.2749,SEPARATED,20
ai_faces_1k,,Z4Y9PS3TLQ.jpg,c18c1294309f0bdc428110e30ae44939,orientation_coherence,0.6157,0.45176,0.003742,43.8111,SEPARATED,20
ai_faces_1k,,Z4Y9PS3TLQ.jpg,c18c1294309f0bdc428110e30ae44939,multiscale_entropy_slope,-0.0688,0.080255,0.011201,-13.3073,SEPARATED,20
ai_faces_1k,,Z4Y9PS3TLQ.jpg,c18c1294309f0bdc428110e30ae44939,junctions,2023.0,2990.35,102.467202,-9.4406,SEPARATED,20
ai_faces_1k,,Z4Y9PS3TLQ.jpg,c18c1294309f0bdc428110e30ae44939,clustering,0.283188,0.282973,0.002405,0.0893,no sep,20
ai_faces_1k,,Z4Y9PS3TLQ.jpg,c18c1294309f0bdc428110e30ae44939,plateau,0.805734,0.805979,0.006051,-0.0405,no sep,20
ai_faces_1k,,Z4Y9PS3TLQ.jpg,c18c1294309f0bdc428110e30ae44939,entropy,6.9045,6.9045,0.0,0.0,no sep,20
