category,filter_type,bilateral_symmetry,lr_imbalance,multifractal_width,entropy,junctions
ai_faces_1k,topographic,0.6155,0.0039,3.261,5.5987,7416
ai_faces_1k,topographic,0.6164,0.0064,3.249,5.7684,8118
ai_faces_1k,topographic,0.5922,0.0222,2.663,5.5042,6691
ai_faces_1k,topographic,0.5381,0.1518,3.3774,6.0753,8295
ai_faces_1k,topographic,0.5829,0.0254,3.2739,5.7732,7700
ai_faces_1k,topographic,0.5911,0.0348,3.487,6.0271,8675
ai_faces_1k,topographic,0.5517,0.1119,1.6595,5.5272,7606
ai_faces_1k,topographic,0.6518,0.0316,2.2791,5.1137,6682
ai_faces_1k,topographic,0.5702,0.0271,3.431,5.8672,8033
ai_faces_1k,topographic,0.5769,0.0461,3.408,6.1584,9539
ai_faces_1k,topographic,0.593,0.0234,3.4681,6.3029,10556
ai_faces_1k,topographic,0.5786,0.0709,3.2849,5.9559,9110
ai_faces_1k,topographic,0.5696,0.0421,3.3435,6.1644,10313
ai_faces_1k,topographic,0.5592,0.103,3.405,5.9354,8935
ai_faces_1k,topographic,0.5893,0.0139,3.3015,5.6539,7487
ai_faces_1k,topographic,0.5872,0.0613,3.4232,6.2364,9678
ai_faces_1k,topographic,0.6854,0.0058,1.7296,5.1984,6699
ai_faces_1k,topographic,0.5894,0.0588,3.339,6.0815,9204
ai_faces_1k,topographic,0.5761,0.0155,3.5289,6.2076,9741
ai_faces_1k,topographic,0.5992,0.0351,3.2994,5.9348,8882
ai_faces_1k,topographic,0.5825,0.0584,1.8836,5.7416,8277
ai_faces_1k,topographic,0.5848,0.0211,3.5335,6.1384,9378
ai_faces_1k,topographic,0.5788,0.0185,3.4105,6.1,9433
ai_faces_1k,topographic,0.6022,0.015,1.6374,5.5797,7702
ai_faces_1k,topographic,0.5808,0.0846,1.6799,5.5291,7564
ai_faces_1k,topographic,0.664,0.0326,1.5283,4.8461,5912
ai_faces_1k,topographic,0.6124,0.0482,2.4782,5.4191,7355
ai_faces_1k,topographic,0.5724,0.0611,3.3684,5.8079,8177
ai_faces_1k,topographic,0.5727,0.0252,3.4591,6.3132,11070
ai_faces_1k,topographic,0.5937,0.014,3.4364,5.962,8129
ai_faces_1k,topographic,0.5867,0.0767,1.7131,5.6963,7618
ai_faces_1k,topographic,0.5752,0.0989,3.3385,5.846,7431
ai_faces_1k,topographic,0.5874,0.0365,3.354,6.0847,8495
ai_faces_1k,topographic,0.6516,0.0142,1.6918,5.3682,7298
ai_faces_1k,topographic,0.6633,0.0072,1.5876,5.3748,7111
ai_faces_1k,topographic,0.5732,0.0299,3.3344,5.7479,7685
ai_faces_1k,topographic,0.5749,0.1691,1.1553,5.1464,7223
ai_faces_1k,topographic,0.567,0.0803,3.2649,6.0675,10171
ai_faces_1k,topographic,0.5795,0.0449,3.3632,5.6929,7715
ai_faces_1k,topographic,0.5849,0.0602,3.4306,6.0865,9420
ai_faces_1k,topographic,0.5807,0.0261,3.4421,6.2081,10526
ai_faces_1k,topographic,0.5997,0.0244,3.4211,5.9447,8635
ai_faces_1k,topographic,0.5665,0.0113,3.4162,6.1677,9494
ai_faces_1k,topographic,0.6686,0.0073,3.1127,4.9296,5982
ai_faces_1k,topographic,0.5881,0.1119,2.9171,5.4885,7210
ai_faces_1k,topographic,0.575,0.0575,3.3899,6.0313,8824
ai_faces_1k,topographic,0.6111,0.0199,3.04,5.55,6876
ai_faces_1k,topographic,0.5844,0.0171,3.3846,6.1606,9616
ai_faces_1k,topographic,0.6497,0.0143,1.5881,4.8809,6085
ai_faces_1k,topographic,0.6168,0.0177,2.258,5.3391,7668
ai_faces_1k,topographic,0.5865,0.057,3.1492,5.712,7229
ai_faces_1k,topographic,0.5886,0.0054,3.4664,6.1467,9136
ai_faces_1k,topographic,0.5981,0.0659,3.3088,5.6793,7043
ai_faces_1k,topographic,0.5909,0.1866,0.9608,4.626,6270
ai_faces_1k,topographic,0.5683,0.0139,3.4659,5.9665,8374
ai_faces_1k,topographic,0.5785,0.0288,3.4921,6.1057,9146
ai_faces_1k,topographic,0.6158,0.1164,0.735,5.1246,7398
ai_faces_1k,topographic,0.5716,0.0432,3.2266,5.8264,7978
ai_faces_1k,topographic,0.5903,0.0038,3.4203,6.053,8519
ai_faces_1k,topographic,0.6119,0.0327,3.227,5.8357,8379
ai_faces_1k,topographic,0.5887,0.0869,3.3173,6.0511,9075
ai_faces_1k,topographic,0.6057,0.0322,3.2582,5.6598,7567
ai_faces_1k,topographic,0.5829,0.0104,3.4327,6.178,10385
ai_faces_1k,topographic,0.5874,0.028,3.4258,5.9138,8129
ai_faces_1k,topographic,0.6007,0.0079,3.4212,6.0604,9432
ai_faces_1k,topographic,0.6169,0.0537,1.935,5.419,7333
ai_faces_1k,topographic,0.6095,0.0439,2.427,5.4753,7309
ai_faces_1k,topographic,0.5873,0.0409,3.4073,6.0963,9494
ai_faces_1k,topographic,0.5659,0.1194,2.5632,5.9611,8733
ai_faces_1k,topographic,0.5991,0.0249,3.3161,6.0368,9379
ai_faces_1k,topographic,0.6265,0.0778,3.0628,5.3264,6535
ai_faces_1k,topographic,0.5873,0.0702,3.1253,5.6234,7214
ai_faces_1k,topographic,0.5865,0.0167,3.4635,6.166,8838
ai_faces_1k,topographic,0.578,0.0802,3.4482,5.9761,8400
ai_faces_1k,topographic,0.5652,0.0516,3.0403,5.781,7441
ai_faces_1k,topographic,0.6135,0.0019,3.3281,5.6671,7012
ai_faces_1k,topographic,0.5813,0.1255,3.1216,5.51,7308
ai_faces_1k,topographic,0.6047,0.0208,3.2945,5.8667,8496
ai_faces_1k,topographic,0.6549,0.0156,3.0947,5.4248,6789
ai_faces_1k,topographic,0.619,0.0369,3.0681,5.7221,8314
ai_faces_1k,topographic,0.5926,0.0305,3.3784,6.0145,9223
ai_faces_1k,topographic,0.6507,0.0121,3.155,5.373,6227
ai_faces_1k,topographic,0.6242,0.1548,1.3422,4.7617,6094
ai_faces_1k,topographic,0.5944,0.0485,3.3393,6.0341,9158
ai_faces_1k,topographic,0.5798,0.1087,2.5119,5.2018,6440
ai_faces_1k,topographic,0.5984,0.0862,1.9235,5.688,7762
ai_faces_1k,topographic,0.5559,0.0479,3.3705,6.0143,9000
ai_faces_1k,topographic,0.5929,0.0029,2.6617,5.6911,7601
ai_faces_1k,topographic,0.592,0.032,3.3712,6.0616,9054
ai_faces_1k,topographic,0.5955,0.0248,3.3919,5.9753,9120
ai_faces_1k,topographic,0.5758,0.1107,2.495,5.4813,7554
ai_faces_1k,topographic,0.6456,0.0274,1.6165,5.389,6931
ai_faces_1k,topographic,0.6714,0.014,1.8252,5.0574,6314
ai_faces_1k,topographic,0.6055,0.0861,1.6034,5.354,6824
ai_faces_1k,topographic,0.66,0.0664,1.5309,4.9796,6710
ai_faces_1k,topographic,0.6564,0.0504,1.8616,5.358,7642
ai_faces_1k,topographic,0.5944,0.0865,3.4232,5.8756,8114
ai_faces_1k,topographic,0.5973,0.0015,3.2992,6.0945,10042
ai_faces_1k,topographic,0.5685,0.0366,3.316,5.4595,7376
ai_faces_1k,topographic,0.554,0.0009,3.358,5.9748,8909
ai_faces_1k,topographic,0.6645,0.0953,1.3365,4.7487,6311
ai_faces_1k,topographic,0.5722,0.0004,3.4927,6.021,8773
ai_faces_1k,topographic,0.6062,0.0479,3.2927,5.7899,7541
ai_faces_1k,topographic,0.5638,0.0312,3.4391,5.9464,8718
ai_faces_1k,topographic,0.5736,0.0417,3.4778,6.038,9476
ai_faces_1k,topographic,0.5902,0.0167,3.0827,5.5973,7867
ai_faces_1k,topographic,0.5866,0.0113,3.3484,5.9741,8831
ai_faces_1k,topographic,0.5937,0.0159,2.9678,6.1054,9866
ai_faces_1k,topographic,0.7458,0.0165,2.3074,4.0155,4596
ai_faces_1k,topographic,0.593,0.0561,3.3781,5.8485,7961
ai_faces_1k,topographic,0.6002,0.0377,3.3138,5.8297,7386
ai_faces_1k,topographic,0.6045,0.0168,3.3543,6.2256,9656
ai_faces_1k,topographic,0.583,0.0541,3.4759,6.2115,10549
ai_faces_1k,topographic,0.5822,0.0503,3.4296,5.9916,8950
ai_faces_1k,topographic,0.5468,0.0972,3.1766,5.9636,8446
ai_faces_1k,topographic,0.5725,0.0148,3.4106,6.0799,10370
ai_faces_1k,topographic,0.5725,0.0082,3.0382,5.8131,8324
ai_faces_1k,topographic,0.6226,0.0819,2.9302,5.2884,7177
ai_faces_1k,topographic,0.5622,0.0161,3.4276,6.0716,8895
ai_faces_1k,topographic,0.5734,0.0184,3.4459,5.9553,8431
ai_faces_1k,topographic,0.6017,0.0644,3.2974,5.8583,8375
ai_faces_1k,topographic,0.6208,0.0097,3.2385,5.6357,8185
ai_faces_1k,topographic,0.5835,0.0364,3.3075,6.0745,9033
ai_faces_1k,topographic,0.5628,0.0571,3.4232,5.8874,8693
ai_faces_1k,topographic,0.5546,0.1613,3.1158,5.5984,7544
ai_faces_1k,topographic,0.5662,0.0163,3.3538,6.1204,9852
ai_faces_1k,topographic,0.5888,0.0353,3.4666,6.2233,10538
ai_faces_1k,topographic,0.5778,0.1108,2.4052,5.8765,8918
ai_faces_1k,topographic,0.587,0.0227,3.123,5.7654,7825
ai_faces_1k,topographic,0.579,0.0669,3.2097,5.7056,7268
ai_faces_1k,topographic,0.5892,0.061,3.3724,5.7978,7833
ai_faces_1k,topographic,0.5712,0.016,3.3792,6.0663,9708
ai_faces_1k,topographic,0.5739,0.018,3.3614,5.8775,8599
ai_faces_1k,topographic,0.6044,0.0465,3.2708,5.4543,6888
ai_faces_1k,topographic,0.6249,0.0131,3.1939,5.9482,8436
ai_faces_1k,topographic,0.6341,0.0015,3.2412,5.7182,8822
ai_faces_1k,topographic,0.5583,0.0734,3.2808,6.0197,8819
ai_faces_1k,topographic,0.567,0.0486,3.1876,5.8742,8308
ai_faces_1k,topographic,0.5721,0.0842,3.2866,5.7246,7682
ai_faces_1k,topographic,0.5799,0.0441,3.4857,6.1933,9461
ai_faces_1k,topographic,0.5845,0.035,3.3929,5.8572,8249
ai_faces_1k,topographic,0.5851,0.0079,3.4952,6.2457,9971
ai_faces_1k,topographic,0.5754,0.0537,3.4154,6.0595,8873
ai_faces_1k,topographic,0.6594,0.0257,3.0037,5.1836,6632
ai_faces_1k,topographic,0.579,0.0201,3.4202,6.1968,9641
ai_faces_1k,topographic,0.5447,0.1619,3.2634,5.7507,7974
ai_faces_1k,topographic,0.6215,0.1233,1.3987,4.9093,5180
ai_faces_1k,topographic,0.624,0.0259,3.062,5.5315,7504
ai_faces_1k,topographic,0.5889,0.0027,3.3761,5.6032,7350
ai_faces_1k,topographic,0.5647,0.0556,2.9453,6.1237,9941
ai_faces_1k,topographic,0.6133,0.0562,1.5805,5.1548,6610
ai_faces_1k,topographic,0.5798,0.0582,3.4867,6.168,9004
ai_faces_1k,topographic,0.5573,0.1874,2.1067,5.2539,7576
ai_faces_1k,topographic,0.5581,0.08,3.4,6.0378,9399
ai_faces_1k,topographic,0.5726,0.0239,3.4781,6.1648,9906
ai_faces_1k,topographic,0.6122,0.0185,3.3078,5.7634,7245
ai_faces_1k,topographic,0.5898,0.003,3.4716,6.2932,9539
ai_faces_1k,topographic,0.5752,0.0519,2.3529,5.4497,7700
ai_faces_1k,topographic,0.5466,0.1046,2.6619,5.693,7840
ai_faces_1k,topographic,0.623,0.0161,3.2221,5.6422,7258
ai_faces_1k,topographic,0.5855,0.0021,3.4296,6.1281,9645
ai_faces_1k,topographic,0.5885,0.0103,3.2115,5.7778,7537
ai_faces_1k,topographic,0.568,0.0572,3.4793,6.1226,9708
ai_faces_1k,topographic,0.5798,0.0138,3.4037,6.2143,10084
ai_faces_1k,topographic,0.5778,0.0477,3.4414,6.1845,10249
ai_faces_1k,topographic,0.5832,0.0164,3.5809,6.1336,9261
ai_faces_1k,topographic,0.5963,0.0442,3.3369,5.7971,7935
ai_faces_1k,topographic,0.6346,0.1122,2.1907,4.7512,5901
ai_faces_1k,topographic,0.5864,0.0915,3.189,6.0631,10015
ai_faces_1k,topographic,0.6397,0.0539,1.5675,5.2282,6928
ai_faces_1k,topographic,0.5858,0.0594,3.3974,6.3611,11904
ai_faces_1k,topographic,0.5834,0.0028,2.9537,5.7109,8157
ai_faces_1k,topographic,0.574,0.0371,3.437,6.0879,9308
ai_faces_1k,topographic,0.5708,0.0818,2.192,5.5109,7429
ai_faces_1k,topographic,0.5725,0.0935,3.3601,6.14,9766
ai_faces_1k,topographic,0.5876,0.0037,2.4517,5.8545,8983
ai_faces_1k,topographic,0.5808,0.0793,3.3042,6.0193,9233
ai_faces_1k,topographic,0.5842,0.168,3.111,5.3549,7515
ai_faces_1k,topographic,0.5648,0.0626,3.4542,6.0671,9637
ai_faces_1k,topographic,0.5701,0.1236,2.9037,5.6394,7994
ai_faces_1k,topographic,0.5881,0.0276,3.2812,5.569,7363
ai_faces_1k,topographic,0.5827,0.0114,3.4493,5.9412,8252
ai_faces_1k,topographic,0.5907,0.0029,3.4646,6.0773,9158
ai_faces_1k,topographic,0.5923,0.0046,3.3426,5.9943,8874
ai_faces_1k,topographic,0.5747,0.0195,3.5209,6.1588,10261
ai_faces_1k,topographic,0.5649,0.0869,3.2197,5.8747,7749
ai_faces_1k,topographic,0.5776,0.0082,3.4594,5.84,8098
ai_faces_1k,topographic,0.5697,0.0026,3.4455,6.19,10532
ai_faces_1k,topographic,0.5726,0.0427,3.4137,5.9379,8511
ai_faces_1k,topographic,0.5997,0.0282,1.5228,5.6116,8249
ai_faces_1k,topographic,0.5683,0.0455,3.4795,6.1847,10170
ai_faces_1k,topographic,0.5736,0.027,3.4106,5.8852,8026
ai_faces_1k,topographic,0.5926,0.0134,3.4382,5.9553,8453
ai_faces_1k,topographic,0.5978,0.0921,1.9505,5.7264,7887
ai_faces_1k,topographic,0.5924,0.0141,3.3739,6.1936,9634
ai_faces_1k,topographic,0.5805,0.0476,3.4713,6.0494,8042
ai_faces_1k,topographic,0.5651,0.1135,3.3034,5.7836,8001
ai_faces_1k,topographic,0.6228,0.1072,1.3407,5.0002,6436
ai_faces_1k,topographic,0.5857,0.0295,3.2073,5.6221,8059
ai_faces_1k,topographic,0.5974,0.0436,3.5011,6.2469,10216
ai_faces_1k,topographic,0.5892,0.0059,3.5528,6.2575,10289
ai_faces_1k,topographic,0.6406,0.0289,3.173,5.6078,7353
ai_faces_1k,topographic,0.5916,0.0548,3.3545,6.005,9393
ai_faces_1k,topographic,0.5557,0.0854,3.2966,5.6061,7488
ai_faces_1k,topographic,0.6029,0.2049,1.3296,4.7432,5838
ai_faces_1k,topographic,0.5783,0.0119,3.1771,5.8737,7724
ai_faces_1k,topographic,0.605,0.0883,2.8493,5.4957,7772
ai_faces_1k,topographic,0.5741,0.0837,3.2362,5.9054,8299
ai_faces_1k,topographic,0.5733,0.0639,3.3365,5.937,8325
ai_faces_1k,topographic,0.5957,0.0339,3.3776,6.0475,8544
ai_faces_1k,topographic,0.629,0.0789,2.31,5.2966,7160
ai_faces_1k,topographic,0.5994,0.0499,3.3245,5.5248,7208
ai_faces_1k,topographic,0.5648,0.0138,3.4085,6.1127,9223
ai_faces_1k,topographic,0.5946,0.0704,2.5994,5.3887,7390
ai_faces_1k,topographic,0.5869,0.03,3.4047,6.0823,9080
ai_faces_1k,topographic,0.6276,0.016,2.8863,5.4587,7384
ai_faces_1k,topographic,0.5812,0.018,3.097,5.8298,7909
ai_faces_1k,topographic,0.5907,0.0547,3.1085,5.4466,7478
ai_faces_1k,topographic,0.5967,0.0083,3.4518,5.9507,9255
ai_faces_1k,topographic,0.569,0.0016,3.3716,5.7432,7207
ai_faces_1k,topographic,0.5729,0.0288,3.1599,5.8157,8060
ai_faces_1k,topographic,0.5696,0.0758,3.4283,5.9385,8755
ai_faces_1k,topographic,0.6965,0.0834,0.5704,4.4046,5189
ai_faces_1k,topographic,0.6061,0.0199,3.2432,5.8079,8035
ai_faces_1k,topographic,0.6623,0.0813,1.5345,5.0067,6508
ai_faces_1k,topographic,0.6436,0.0563,1.5599,5.2103,6809
ai_faces_1k,topographic,0.5554,0.0391,1.6189,5.5352,7069
ai_faces_1k,topographic,0.5776,0.0292,3.219,5.5551,7537
ai_faces_1k,topographic,0.619,0.0437,3.2594,5.927,10043
ai_faces_1k,topographic,0.5517,0.0258,3.3506,6.0352,10128
ai_faces_1k,topographic,0.5817,0.03,3.4469,6.211,10261
ai_faces_1k,topographic,0.5684,0.0147,3.4773,6.2573,10243
ai_faces_1k,topographic,0.5797,0.0889,3.3894,5.988,8973
ai_faces_1k,topographic,0.6253,0.0445,1.6062,5.184,6024
ai_faces_1k,topographic,0.5822,0.0236,3.3841,5.9644,8436
ai_faces_1k,topographic,0.5757,0.0252,3.5257,6.2009,10115
ai_faces_1k,topographic,0.5815,0.0927,3.4974,6.3168,10965
ai_faces_1k,topographic,0.58,0.0322,3.2731,5.7697,7703
ai_faces_1k,topographic,0.6552,0.027,1.5347,5.2599,7052
ai_faces_1k,topographic,0.5869,0.0249,3.4054,6.0568,8592
ai_faces_1k,topographic,0.5779,0.0253,3.396,5.9422,8434
ai_faces_1k,topographic,0.5835,0.0713,3.4403,6.2161,9922
ai_faces_1k,topographic,0.578,0.0553,3.3495,5.7627,7605
ai_faces_1k,topographic,0.5685,0.0251,3.3443,6.0346,8974
ai_faces_1k,topographic,0.6347,0.0382,2.6854,5.2348,6410
ai_faces_1k,topographic,0.5732,0.012,3.3803,5.9886,9590
ai_faces_1k,topographic,0.5876,0.0533,3.1853,5.7169,7454
ai_faces_1k,topographic,0.5848,0.0114,3.3703,5.9426,8529
ai_faces_1k,topographic,0.6595,0.0011,1.414,5.175,7092
ai_faces_1k,topographic,0.5723,0.0058,3.4296,6.035,8655
ai_faces_1k,topographic,0.5807,0.0401,3.4214,6.0701,8755
ai_faces_1k,topographic,0.5733,0.0949,3.302,5.6207,6684
ai_faces_1k,topographic,0.6423,0.0987,1.4642,4.9886,6775
ai_faces_1k,topographic,0.5786,0.0677,3.4601,6.0314,9015
ai_faces_1k,topographic,0.5638,0.1285,3.0187,5.5852,7788
ai_faces_1k,topographic,0.5723,0.0263,3.3948,6.0426,9088
ai_faces_1k,topographic,0.5866,0.0207,3.4964,6.2207,10012
ai_faces_1k,topographic,0.5837,0.0529,3.4205,6.1434,9120
ai_faces_1k,topographic,0.5857,0.0267,3.3545,6.2618,10573
ai_faces_1k,topographic,0.575,0.0838,3.0597,5.6968,7582
ai_faces_1k,topographic,0.5868,0.1136,2.3826,5.3526,7000
ai_faces_1k,topographic,0.5767,0.2189,3.0504,5.3306,6747
ai_faces_1k,topographic,0.5629,0.0607,3.4289,5.9531,8268
ai_faces_1k,topographic,0.5711,0.0638,3.402,6.186,9710
ai_faces_1k,topographic,0.5693,0.0104,3.055,5.6941,7949
ai_faces_1k,topographic,0.5933,0.0147,2.6853,5.8816,9211
ai_faces_1k,topographic,0.6064,0.0057,3.4051,5.7491,7453
ai_faces_1k,topographic,0.5673,0.0642,3.2323,5.6945,7626
ai_faces_1k,topographic,0.5923,0.064,3.4925,6.2751,9145
ai_faces_1k,topographic,0.5742,0.017,3.4018,5.968,8316
ai_faces_1k,topographic,0.5825,0.0175,3.3955,6.1375,8982
ai_faces_1k,topographic,0.5737,0.0896,3.3722,5.9545,9129
ai_faces_1k,topographic,0.5883,0.0016,3.3401,6.0915,9234
ai_faces_1k,topographic,0.5638,0.0069,3.4826,6.0838,9193
ai_faces_1k,topographic,0.5428,0.0963,1.5569,5.5338,7391
ai_faces_1k,topographic,0.5769,0.0083,3.2869,5.5641,7303
ai_faces_1k,topographic,0.5873,0.0272,3.2211,5.767,7917
ai_faces_1k,topographic,0.6182,0.0662,2.8477,5.7074,7320
ai_faces_1k,topographic,0.5958,0.0198,3.4521,6.2819,10623
ai_faces_1k,topographic,0.5923,0.0263,3.4113,5.9845,8345
ai_faces_1k,topographic,0.5821,0.1997,1.1735,4.9675,6433
ai_faces_1k,topographic,0.6099,0.0374,3.1584,5.674,7227
ai_faces_1k,topographic,0.6031,0.0159,3.146,5.7644,8560
ai_faces_1k,topographic,0.6154,0.0364,3.3384,5.8413,7521
ai_faces_1k,topographic,0.582,0.0039,3.4991,6.1475,9321
ai_faces_1k,topographic,0.5478,0.0402,3.258,5.9519,8249
ai_faces_1k,topographic,0.6012,0.0374,3.3584,5.8498,8391
ai_faces_1k,topographic,0.6191,0.0217,3.3405,5.856,7931
ai_faces_1k,topographic,0.6309,0.1047,1.5679,5.0932,6770
ai_faces_1k,topographic,0.7504,0.0009,1.3659,4.3815,5186
ai_faces_1k,topographic,0.5714,0.0193,3.0546,5.8486,8324
ai_faces_1k,topographic,0.5657,0.038,3.3013,5.7241,8000
ai_faces_1k,topographic,0.5712,0.0375,3.4398,6.2476,10676
ai_faces_1k,topographic,0.578,0.0216,3.4979,6.3455,10749
ai_faces_1k,topographic,0.6007,0.0166,3.4007,6.1882,9430
ai_faces_1k,topographic,0.6121,0.0059,2.8485,5.3419,6458
ai_faces_1k,topographic,0.5974,0.0159,3.4858,6.1374,9780
ai_faces_1k,topographic,0.5814,0.0147,3.547,6.139,9192
ai_faces_1k,topographic,0.6073,0.002,3.3482,5.9251,8629
ai_faces_1k,topographic,0.5708,0.0419,3.5146,6.1434,10051
ai_faces_1k,topographic,0.5719,0.0019,3.4654,6.2119,9619
ai_faces_1k,topographic,0.5914,0.0103,3.4022,6.2366,9683
ai_faces_1k,topographic,0.5838,0.0055,3.4723,6.2179,9824
ai_faces_1k,topographic,0.5824,0.0456,3.2985,5.8473,7717
ai_faces_1k,topographic,0.68,0.0058,1.5446,4.9318,6211
ai_faces_1k,topographic,0.6036,0.0499,3.3023,5.8545,8952
ai_faces_1k,topographic,0.5777,0.0077,3.4731,5.9998,8171
ai_faces_1k,topographic,0.5796,0.0706,3.4013,5.8616,8051
ai_faces_1k,topographic,0.6025,0.0221,2.0059,5.7714,8098
ai_faces_1k,topographic,0.5807,0.0204,3.4868,6.2096,9699
ai_faces_1k,topographic,0.5688,0.1046,3.2341,5.7373,7681
ai_faces_1k,topographic,0.6863,0.1216,2.0873,4.2904,5984
ai_faces_1k,topographic,0.5832,0.0162,3.5155,6.1914,10895
ai_faces_1k,topographic,0.5725,0.0797,3.3796,6.0455,9480
ai_faces_1k,topographic,0.5922,0.0191,3.3454,5.8148,7699
ai_faces_1k,topographic,0.5949,0.0164,3.4086,6.1148,9792
ai_faces_1k,topographic,0.5685,0.0386,3.4864,6.086,9374
ai_faces_1k,topographic,0.6031,0.1173,2.4291,5.2826,6941
ai_faces_1k,topographic,0.6047,0.013,3.3242,5.6715,7657
ai_faces_1k,topographic,0.661,0.0328,2.8746,5.276,6970
ai_faces_1k,topographic,0.5982,0.0176,3.351,5.9503,8580
ai_faces_1k,topographic,0.5852,0.0019,3.514,6.1779,9190
ai_faces_1k,topographic,0.5734,0.0247,1.8011,5.4821,6546
ai_faces_1k,topographic,0.5688,0.1023,3.363,6.059,8977
ai_faces_1k,topographic,0.6231,0.0806,3.2591,5.5809,7685
ai_faces_1k,topographic,0.5973,0.0141,3.3927,6.08,9023
ai_faces_1k,topographic,0.5732,0.0424,3.341,5.9197,7232
ai_faces_1k,topographic,0.6553,0.0346,2.6529,5.2678,7366
ai_faces_1k,topographic,0.5502,0.0169,3.4655,6.1168,9422
ai_faces_1k,topographic,0.6767,0.0121,3.0591,5.1376,6000
ai_faces_1k,topographic,0.5708,0.0071,3.4597,6.2356,10293
ai_faces_1k,topographic,0.6756,0.0619,2.7515,4.689,5472
ai_faces_1k,topographic,0.5746,0.0099,3.3564,5.716,7408
ai_faces_1k,topographic,0.5869,0.0104,3.359,6.1021,9431
ai_faces_1k,topographic,0.5718,0.0431,1.8015,5.741,8313
ai_faces_1k,topographic,0.6094,0.0393,3.3431,5.9516,9138
ai_faces_1k,topographic,0.5854,0.0279,3.4634,5.852,8093
ai_faces_1k,topographic,0.6569,0.0311,3.1259,5.327,7055
ai_faces_1k,topographic,0.597,0.0233,3.2994,5.7845,7867
ai_faces_1k,topographic,0.5744,0.0121,3.4121,5.9475,8346
ai_faces_1k,topographic,0.578,0.0269,3.4907,6.2966,10088
ai_faces_1k,topographic,0.5762,0.0141,3.5161,6.2268,10802
ai_faces_1k,topographic,0.5924,0.0159,3.0632,5.7009,7725
ai_faces_1k,topographic,0.5582,0.3208,2.5227,4.5688,6586
ai_faces_1k,topographic,0.5707,0.0685,3.3967,5.9727,8638
ai_faces_1k,topographic,0.5756,0.0189,3.4571,5.9366,8703
ai_faces_1k,topographic,0.6195,0.0503,3.1846,5.392,6095
ai_faces_1k,topographic,0.5753,0.0181,3.3615,6.1305,8608
ai_faces_1k,topographic,0.5847,0.0107,3.4729,5.9492,9429
ai_faces_1k,topographic,0.6716,0.0143,3.1098,5.4264,7021
ai_faces_1k,topographic,0.5733,0.038,3.4623,6.0462,8882
ai_faces_1k,topographic,0.5634,0.1495,3.1961,5.9577,8838
ai_faces_1k,topographic,0.5939,0.0064,3.2164,5.5813,7110
ai_faces_1k,topographic,0.5829,0.0409,3.2801,5.7738,7318
ai_faces_1k,topographic,0.6068,0.0462,2.9119,5.7121,7770
ai_faces_1k,topographic,0.6529,0.005,2.561,5.1315,7092
ai_faces_1k,topographic,0.5722,0.0111,3.491,6.1152,8844
ai_faces_1k,topographic,0.5914,0.035,3.4391,6.187,9602
ai_faces_1k,topographic,0.5684,0.1089,3.3349,5.9694,9010
ai_faces_1k,topographic,0.5451,0.1755,3.087,5.8015,8103
ai_faces_1k,topographic,0.5865,0.0064,3.0282,5.5513,7125
ai_faces_1k,topographic,0.6544,0.0513,2.4964,5.0052,6131
ai_faces_1k,topographic,0.5695,0.106,2.5557,5.6124,8635
ai_faces_1k,topographic,0.6231,0.0619,1.8813,5.4282,7565
ai_faces_1k,topographic,0.5687,0.0059,3.4597,6.0399,8842
ai_faces_1k,topographic,0.5746,0.019,3.5047,6.1001,8523
ai_faces_1k,topographic,0.5683,0.0366,3.4236,6.0869,9958
ai_faces_1k,topographic,0.5765,0.0646,3.3944,6.0401,8148
ai_faces_1k,topographic,0.5543,0.0785,3.4283,5.9607,9569
ai_faces_1k,topographic,0.5796,0.0046,3.4404,6.0766,8981
ai_faces_1k,topographic,0.6019,0.042,3.2918,5.5483,6668
ai_faces_1k,topographic,0.5994,0.0221,3.308,5.9275,8374
ai_faces_1k,topographic,0.5484,0.0858,3.2424,5.9236,8824
ai_faces_1k,topographic,0.6415,0.065,1.4257,5.1353,7262
ai_faces_1k,topographic,0.6083,0.0309,3.3718,6.3085,9921
ai_faces_1k,topographic,0.6204,0.0753,3.1431,5.3833,6456
ai_faces_1k,topographic,0.5755,0.0068,2.53,5.6073,8264
ai_faces_1k,topographic,0.5511,0.1516,2.844,5.4514,6367
ai_faces_1k,topographic,0.5865,0.0357,3.4858,6.1163,9122
ai_faces_1k,topographic,0.5991,0.0584,3.3171,5.7887,8145
ai_faces_1k,topographic,0.5798,0.0089,3.4811,6.2213,9682
ai_faces_1k,topographic,0.5678,0.0336,3.4965,6.3261,10311
ai_faces_1k,topographic,0.5846,0.0107,3.4162,6.0561,9813
ai_faces_1k,topographic,0.596,0.0354,3.4176,6.2488,9502
ai_faces_1k,topographic,0.5724,0.0915,3.2196,5.6553,7725
ai_faces_1k,topographic,0.6197,0.0472,1.9579,5.4121,7393
ai_faces_1k,topographic,0.6046,0.0884,3.0306,5.4885,7031
ai_faces_1k,topographic,0.5835,0.0334,3.4214,5.9887,8981
ai_faces_1k,topographic,0.6368,0.0541,1.537,5.308,6845
ai_faces_1k,topographic,0.5741,0.0894,3.3563,5.994,9326
ai_faces_1k,topographic,0.5626,0.0385,3.4528,6.1039,9771
ai_faces_1k,topographic,0.6347,0.0175,2.4845,5.2156,6932
