category,filter_type,bilateral_symmetry,lr_imbalance,multifractal_width,entropy,junctions
real_faces_1k,edge,0.815,0.0594,0.8121,1.8407,561
real_faces_1k,edge,0.8348,0.0851,1.4896,1.6509,534
real_faces_1k,edge,0.837,0.0651,1.5007,1.682,500
real_faces_1k,edge,0.6787,0.0332,1.5872,2.8367,1196
real_faces_1k,edge,0.7338,0.1169,1.575,2.1359,729
real_faces_1k,edge,0.715,0.0524,0.6135,2.8724,1013
real_faces_1k,edge,0.8987,0.0024,1.595,1.3711,298
real_faces_1k,edge,0.7752,0.0241,0.6324,2.0792,483
real_faces_1k,edge,0.7744,0.0307,1.6451,2.1934,568
real_faces_1k,edge,0.841,0.0508,1.4394,1.4742,429
real_faces_1k,edge,0.7023,0.0574,1.5492,2.5898,809
real_faces_1k,edge,0.7791,0.0979,1.8403,1.9995,564
real_faces_1k,edge,0.8187,0.0903,1.5344,1.6197,504
real_faces_1k,edge,0.809,0.0556,1.3802,1.907,630
real_faces_1k,edge,0.824,0.0457,1.5615,1.7862,595
real_faces_1k,edge,0.8077,0.072,0.7596,1.9555,660
real_faces_1k,edge,0.8173,0.0195,1.5514,1.9331,705
real_faces_1k,edge,0.6075,0.2177,1.591,2.6864,897
real_faces_1k,edge,0.7464,0.1087,1.6079,2.0447,745
real_faces_1k,edge,0.802,0.0075,1.2619,1.9946,738
real_faces_1k,edge,0.8414,0.0434,1.3237,1.5135,429
real_faces_1k,edge,0.8881,0.0079,1.6577,1.4817,431
real_faces_1k,edge,0.8473,0.0013,1.5239,1.719,625
real_faces_1k,edge,0.8819,0.0053,1.5669,1.2468,293
real_faces_1k,edge,0.7654,0.0262,0.7408,2.0283,575
real_faces_1k,edge,0.7802,0.0844,1.5358,1.829,602
real_faces_1k,edge,0.8318,0.0255,1.4001,1.7947,553
real_faces_1k,edge,0.789,0.1354,1.8018,1.6474,388
real_faces_1k,edge,0.8133,0.0578,1.6614,1.727,404
real_faces_1k,edge,0.7354,0.1103,1.8902,2.3688,966
real_faces_1k,edge,0.8497,0.01,0.9907,1.5361,328
real_faces_1k,edge,0.9068,0.0609,1.4732,0.97,260
real_faces_1k,edge,0.8299,0.0465,1.5916,1.6324,435
real_faces_1k,edge,0.8007,0.002,1.7683,2.0386,644
real_faces_1k,edge,0.816,0.0709,1.1669,1.8927,562
real_faces_1k,edge,0.8669,0.0089,1.646,1.5481,319
real_faces_1k,edge,0.7791,0.0338,0.9745,2.0227,731
real_faces_1k,edge,0.7541,0.1681,1.813,1.9278,513
real_faces_1k,edge,0.811,0.0166,1.826,2.1098,724
real_faces_1k,edge,0.8243,0.0588,1.7347,1.695,618
real_faces_1k,edge,0.8023,0.0625,0.7046,1.9629,587
real_faces_1k,edge,0.8062,0.0313,1.6321,1.9892,691
real_faces_1k,edge,0.8063,0.0932,1.6087,1.6845,462
real_faces_1k,edge,0.7744,0.0362,1.097,2.2287,768
real_faces_1k,edge,0.8171,0.0665,1.6509,1.6997,540
real_faces_1k,edge,0.8567,0.0737,1.6261,1.3757,419
real_faces_1k,edge,0.7381,0.0184,1.3983,2.4653,834
real_faces_1k,edge,0.7311,0.1292,0.6659,2.2429,764
real_faces_1k,edge,0.8194,0.0095,1.1585,1.9694,716
real_faces_1k,edge,0.797,0.0132,0.8049,2.0645,672
real_faces_1k,edge,0.7279,0.0791,1.111,2.5061,968
real_faces_1k,edge,0.8298,0.0476,1.893,1.9166,675
real_faces_1k,edge,0.7615,0.0335,1.5402,2.1779,621
real_faces_1k,edge,0.7602,0.0299,1.8494,2.2785,855
real_faces_1k,edge,0.7184,0.0579,1.3806,2.6144,1051
real_faces_1k,edge,0.8292,0.0909,1.8041,1.6026,518
real_faces_1k,edge,0.7191,0.059,0.7843,2.5565,929
real_faces_1k,edge,0.9592,0.0235,0.3828,0.4495,52
real_faces_1k,edge,0.7891,0.0852,0.8322,2.0657,677
real_faces_1k,edge,0.8763,0.0155,1.3805,1.3882,288
real_faces_1k,edge,0.7776,0.1071,1.7774,1.9645,532
real_faces_1k,edge,0.9023,0.0101,1.4149,1.208,394
real_faces_1k,edge,0.7235,0.0074,0.7727,2.6099,1038
real_faces_1k,edge,0.7825,0.1319,0.8275,1.9687,521
real_faces_1k,edge,0.803,0.0717,0.7567,1.9121,533
real_faces_1k,edge,0.8653,0.0478,1.6144,1.5006,466
real_faces_1k,edge,0.7817,0.0137,1.7604,1.952,616
real_faces_1k,edge,0.8568,0.0099,1.6259,1.6128,609
real_faces_1k,edge,0.7654,0.0785,1.3178,1.8882,785
real_faces_1k,edge,0.7399,0.0663,1.575,2.2287,814
real_faces_1k,edge,0.6593,0.0985,0.8085,2.9551,1083
real_faces_1k,edge,0.7482,0.0679,1.2044,2.4296,929
real_faces_1k,edge,0.7356,0.0806,1.8951,2.116,764
real_faces_1k,edge,0.9095,0.006,1.4599,1.0817,250
real_faces_1k,edge,0.888,0.0195,1.5686,1.4204,431
real_faces_1k,edge,0.8181,0.0314,1.1873,2.033,704
real_faces_1k,edge,0.7569,0.0345,1.8265,2.2861,799
real_faces_1k,edge,0.9165,0.0317,1.3925,0.9227,245
real_faces_1k,edge,0.7765,0.0449,0.7014,2.2721,774
real_faces_1k,edge,0.8252,0.0714,0.7204,1.7645,646
real_faces_1k,edge,0.7595,0.0406,1.2959,2.4001,930
real_faces_1k,edge,0.7553,0.058,1.1017,2.4345,838
real_faces_1k,edge,0.8768,0.0379,1.7176,1.4668,358
real_faces_1k,edge,0.7539,0.0477,1.4567,2.4548,972
real_faces_1k,edge,0.7508,0.0727,1.6594,2.2874,893
real_faces_1k,edge,0.8354,0.0286,0.5017,1.5883,477
real_faces_1k,edge,0.8456,0.0102,0.8099,1.6369,596
real_faces_1k,edge,0.8383,0.0895,1.4929,1.566,389
real_faces_1k,edge,0.8348,0.0366,0.8057,1.7578,554
real_faces_1k,edge,0.8242,0.0766,1.3626,1.7578,627
real_faces_1k,edge,0.6815,0.0275,0.9142,2.8833,1047
real_faces_1k,edge,0.8725,0.04,1.4698,1.3834,414
real_faces_1k,edge,0.8336,0.0442,1.5461,1.6807,569
real_faces_1k,edge,0.7701,0.025,1.8642,2.0991,639
real_faces_1k,edge,0.8984,0.008,1.4959,1.0975,328
real_faces_1k,edge,0.7047,0.0407,1.3725,2.5983,880
real_faces_1k,edge,0.8398,0.0664,0.6745,1.6859,624
real_faces_1k,edge,0.8657,0.0737,1.5287,1.2889,353
real_faces_1k,edge,0.7507,0.0046,1.3026,2.3535,924
real_faces_1k,edge,0.7487,0.0515,1.5612,2.4067,793
real_faces_1k,edge,0.8455,0.0802,1.4884,1.467,413
real_faces_1k,edge,0.825,0.0192,1.7855,1.9396,731
real_faces_1k,edge,0.9138,0.0099,0.9107,1.1548,212
real_faces_1k,edge,0.831,0.0373,0.7591,1.7286,609
real_faces_1k,edge,0.8942,0.0288,1.2992,1.3808,412
real_faces_1k,edge,0.8207,0.0656,1.5543,1.8586,591
real_faces_1k,edge,0.7873,0.0051,1.2383,2.1943,731
real_faces_1k,edge,0.8698,0.0259,1.179,1.5574,504
real_faces_1k,edge,0.6247,0.0505,1.4912,3.0522,1105
real_faces_1k,edge,0.8111,0.0147,1.0483,1.9707,563
real_faces_1k,edge,0.8176,0.0574,1.1241,1.9485,770
real_faces_1k,edge,0.9203,0.0264,1.436,0.9243,247
real_faces_1k,edge,0.8107,0.0022,1.7951,1.6998,424
real_faces_1k,edge,0.8293,0.0419,1.5777,1.8344,720
real_faces_1k,edge,0.8332,0.0589,1.2645,1.6387,532
real_faces_1k,edge,0.8602,0.0104,1.7378,1.4644,361
real_faces_1k,edge,0.809,0.0366,1.2074,1.9114,506
real_faces_1k,edge,0.9075,0.0058,1.4686,1.2133,334
real_faces_1k,edge,0.7185,0.0308,1.4326,2.7418,1091
real_faces_1k,edge,0.7367,0.0286,1.4503,2.7011,1297
real_faces_1k,edge,0.8135,0.0462,1.4748,1.7938,557
real_faces_1k,edge,0.8816,0.0362,1.7141,1.3932,491
real_faces_1k,edge,0.8134,0.0892,0.5632,1.633,528
real_faces_1k,edge,0.8335,0.0063,0.9756,1.6531,593
real_faces_1k,edge,0.8859,0.0096,1.3455,1.2035,311
real_faces_1k,edge,0.8375,0.0188,1.6481,1.9468,659
real_faces_1k,edge,0.7634,0.0228,1.8823,2.2428,663
real_faces_1k,edge,0.7968,0.1025,1.6709,2.0553,722
real_faces_1k,edge,0.7927,0.0148,1.1306,2.2725,835
real_faces_1k,edge,0.712,0.0286,1.7435,2.5793,745
real_faces_1k,edge,0.7725,0.0156,1.7254,2.3732,1125
real_faces_1k,edge,0.8107,0.0086,1.8419,2.0444,618
real_faces_1k,edge,0.8227,0.0376,1.691,1.7394,542
real_faces_1k,edge,0.8219,0.0078,1.6644,1.6786,451
real_faces_1k,edge,0.764,0.0063,1.6311,2.4353,1039
real_faces_1k,edge,0.765,0.0667,1.5822,2.2795,854
real_faces_1k,edge,0.852,0.0068,1.7716,1.6674,539
real_faces_1k,edge,0.7191,0.0775,1.106,2.292,720
real_faces_1k,edge,0.848,0.0093,0.7557,1.604,407
real_faces_1k,edge,0.7569,0.1151,0.799,2.0405,685
real_faces_1k,edge,0.8112,0.036,1.4337,1.9184,697
real_faces_1k,edge,0.7449,0.0035,1.5479,2.4348,847
real_faces_1k,edge,0.8956,0.0356,1.4748,1.1245,308
real_faces_1k,edge,0.874,0.002,1.1408,1.4445,419
real_faces_1k,edge,0.8384,0.0632,1.5423,1.6755,626
real_faces_1k,edge,0.7498,0.0767,0.9451,2.2824,837
real_faces_1k,edge,0.8112,0.0743,1.5713,1.8685,558
real_faces_1k,edge,0.7516,0.0405,1.4399,2.4483,889
real_faces_1k,edge,0.8406,0.0468,0.9791,1.6176,492
real_faces_1k,edge,0.8092,0.0653,0.5598,1.6412,381
real_faces_1k,edge,0.8894,0.0142,0.651,1.2865,255
real_faces_1k,edge,0.7845,0.0201,1.8383,2.3072,820
real_faces_1k,edge,0.8793,0.0342,0.8333,1.3278,375
real_faces_1k,edge,0.7459,0.0475,1.2279,2.3572,846
real_faces_1k,edge,0.8345,0.0019,1.3193,1.8143,580
real_faces_1k,edge,0.8664,0.0207,1.1316,1.6174,600
real_faces_1k,edge,0.7154,0.1433,1.2651,2.2968,594
real_faces_1k,edge,0.859,0.0069,1.5028,1.5807,451
real_faces_1k,edge,0.8529,0.0015,0.9257,1.487,340
real_faces_1k,edge,0.8671,0.0371,1.5596,1.4578,501
real_faces_1k,edge,0.7461,0.0702,1.6425,2.3384,814
real_faces_1k,edge,0.8146,0.0431,0.6797,1.7537,522
real_faces_1k,edge,0.8012,0.0495,1.7655,1.8216,535
real_faces_1k,edge,0.8553,0.0086,1.1842,1.5452,410
real_faces_1k,edge,0.7972,0.0579,1.7746,1.6999,404
real_faces_1k,edge,0.8751,0.0222,1.7022,1.3896,388
real_faces_1k,edge,0.9104,0.0027,0.8657,1.0968,290
real_faces_1k,edge,0.854,0.0316,1.6586,1.512,557
real_faces_1k,edge,0.8522,0.0058,1.7312,1.6644,531
real_faces_1k,edge,0.7857,0.0033,0.8227,2.0936,688
real_faces_1k,edge,0.8877,0.0186,1.6803,1.4817,506
real_faces_1k,edge,0.8104,0.0078,1.6789,2.069,777
real_faces_1k,edge,0.8317,0.065,0.669,1.5916,436
real_faces_1k,edge,0.8538,0.014,1.5812,1.6271,510
real_faces_1k,edge,0.9149,0.0021,1.5585,1.0822,277
real_faces_1k,edge,0.8554,0.0207,1.7466,1.6248,453
real_faces_1k,edge,0.765,0.0475,1.481,2.2123,758
real_faces_1k,edge,0.7274,0.0092,1.5995,2.596,988
real_faces_1k,edge,0.8255,0.0383,0.8108,1.856,596
real_faces_1k,edge,0.7798,0.0605,0.7652,2.0453,760
real_faces_1k,edge,0.8945,0.0043,1.4826,1.2643,362
real_faces_1k,edge,0.889,0.043,0.6398,1.1015,329
real_faces_1k,edge,0.8291,0.0031,1.0418,1.8047,422
real_faces_1k,edge,0.7763,0.0133,1.5906,1.9506,526
real_faces_1k,edge,0.8103,0.0345,0.6649,2.0526,605
real_faces_1k,edge,0.8352,0.0123,1.2145,1.6288,631
real_faces_1k,edge,0.7122,0.0087,1.3368,2.7856,1115
real_faces_1k,edge,0.8328,0.0017,1.8349,1.8172,538
real_faces_1k,edge,0.7982,0.0411,1.2511,1.9258,631
real_faces_1k,edge,0.7818,0.0032,1.2761,1.8861,511
real_faces_1k,edge,0.8945,0.0405,1.6897,1.359,371
real_faces_1k,edge,0.8999,0.0081,0.5943,1.2353,290
real_faces_1k,edge,0.8054,0.0785,1.7628,2.0809,636
real_faces_1k,edge,0.8004,0.0025,1.8551,2.1039,625
real_faces_1k,edge,0.7425,0.1648,1.8229,2.0226,671
real_faces_1k,edge,0.6378,0.1565,1.587,2.9578,1110
real_faces_1k,edge,0.8291,0.0306,1.7507,1.7189,600
real_faces_1k,edge,0.8593,0.0401,0.6868,1.5489,417
real_faces_1k,edge,0.8889,0.0141,1.4646,1.2834,348
real_faces_1k,edge,0.828,0.0027,1.7189,1.7206,470
real_faces_1k,edge,0.6407,0.041,1.4059,3.0464,1236
real_faces_1k,edge,0.8436,0.0302,1.5719,1.6603,607
real_faces_1k,edge,0.749,0.019,1.3064,2.6117,1056
real_faces_1k,edge,0.8757,0.0247,1.3066,1.508,433
real_faces_1k,edge,0.8416,0.0373,1.694,1.6069,481
real_faces_1k,edge,0.8268,0.0561,1.7605,1.7121,515
real_faces_1k,edge,0.8624,0.0667,1.1585,1.4041,510
real_faces_1k,edge,0.7057,0.0812,1.1982,2.476,854
real_faces_1k,edge,0.8108,0.0207,1.1623,1.7005,491
real_faces_1k,edge,0.7558,0.0402,1.5931,2.3777,817
real_faces_1k,edge,0.7256,0.0275,0.8742,2.3772,776
real_faces_1k,edge,0.7998,0.1227,1.5841,1.6956,542
real_faces_1k,edge,0.8744,0.0017,0.867,1.6001,538
real_faces_1k,edge,0.8189,0.0612,1.1599,1.8116,541
real_faces_1k,edge,0.7609,0.0262,1.5701,2.1713,884
real_faces_1k,edge,0.7897,0.0467,0.7739,1.9699,768
real_faces_1k,edge,0.7873,0.0698,1.5827,1.9605,741
real_faces_1k,edge,0.7443,0.0161,0.6815,2.2757,753
real_faces_1k,edge,0.7944,0.0572,1.7411,1.841,490
real_faces_1k,edge,0.8594,0.0418,1.499,1.5533,503
real_faces_1k,edge,0.8287,0.01,1.0731,1.7798,399
real_faces_1k,edge,0.9014,0.0355,0.934,1.1372,315
real_faces_1k,edge,0.8874,0.0126,1.3992,1.3034,412
real_faces_1k,edge,0.7567,0.1705,1.6283,1.798,460
real_faces_1k,edge,0.7417,0.1257,1.5287,2.2958,582
real_faces_1k,edge,0.674,0.1574,0.711,2.6156,1036
real_faces_1k,edge,0.8031,0.0162,1.3793,1.9728,606
real_faces_1k,edge,0.8467,0.0319,0.8492,1.738,601
real_faces_1k,edge,0.7595,0.002,1.5137,2.2621,789
real_faces_1k,edge,0.7412,0.0691,1.844,2.3519,783
real_faces_1k,edge,0.6905,0.0584,1.5256,2.6207,1033
real_faces_1k,edge,0.598,0.0566,1.4414,3.172,1357
real_faces_1k,edge,0.7366,0.1224,1.6314,2.258,931
real_faces_1k,edge,0.8796,0.0023,1.7244,1.3595,334
real_faces_1k,edge,0.7275,0.0216,0.9241,2.3689,840
real_faces_1k,edge,0.7414,0.0106,1.1858,2.572,978
real_faces_1k,edge,0.8511,0.0597,1.6946,1.5829,531
real_faces_1k,edge,0.8036,0.0034,1.7892,1.9658,831
real_faces_1k,edge,0.7584,0.0415,0.8182,2.1078,710
real_faces_1k,edge,0.8441,0.0325,1.6754,1.5962,448
real_faces_1k,edge,0.7913,0.0023,1.4966,2.2875,922
real_faces_1k,edge,0.8426,0.0065,1.4422,1.5287,479
real_faces_1k,edge,0.8603,0.0228,1.6339,1.4871,522
real_faces_1k,edge,0.8388,0.0045,1.6576,1.6788,543
real_faces_1k,edge,0.8661,0.0561,1.6766,1.4934,405
real_faces_1k,edge,0.8217,0.0648,1.56,1.8061,614
real_faces_1k,edge,0.8036,0.0346,1.1585,1.9024,622
real_faces_1k,edge,0.8276,0.0075,1.6398,1.7783,472
real_faces_1k,edge,0.7017,0.2123,2.0034,2.2421,823
real_faces_1k,edge,0.8309,0.0724,1.2341,1.7213,620
real_faces_1k,edge,0.8621,0.0093,1.3447,1.4855,408
real_faces_1k,edge,0.6497,0.1194,1.7435,2.9522,1209
real_faces_1k,edge,0.819,0.0489,1.1922,1.7327,639
real_faces_1k,edge,0.6572,0.0623,1.7935,2.9741,960
real_faces_1k,edge,0.7475,0.0437,1.017,2.434,878
real_faces_1k,edge,0.8516,0.0262,1.7087,1.5098,399
real_faces_1k,edge,0.8457,0.0161,0.7326,1.721,462
real_faces_1k,edge,0.7577,0.046,1.146,2.5752,1104
real_faces_1k,edge,0.916,0.0231,0.546,1.0316,200
real_faces_1k,edge,0.8539,0.027,0.7538,1.6062,546
real_faces_1k,edge,0.8116,0.0093,0.8012,1.7931,577
real_faces_1k,edge,0.7546,0.0558,1.2459,2.2608,929
real_faces_1k,edge,0.8168,0.0536,1.7725,1.8852,636
real_faces_1k,edge,0.9185,0.0113,1.3541,0.9958,172
real_faces_1k,edge,0.8556,0.0631,0.5425,1.4215,332
real_faces_1k,edge,0.8562,0.0375,1.5854,1.6105,502
real_faces_1k,edge,0.8272,0.008,0.6166,1.8418,587
real_faces_1k,edge,0.757,0.0148,1.4603,2.3836,846
real_faces_1k,edge,0.7955,0.0696,1.2467,2.0749,836
real_faces_1k,edge,0.8761,0.0005,1.4847,1.3735,347
real_faces_1k,edge,0.7422,0.0766,1.721,2.457,1050
real_faces_1k,edge,0.8318,0.078,1.4243,1.7174,492
real_faces_1k,edge,0.8932,0.0203,1.5383,1.2281,272
real_faces_1k,edge,0.8586,0.0272,1.7125,1.5332,474
real_faces_1k,edge,0.866,0.0687,1.5162,1.4298,440
real_faces_1k,edge,0.8289,0.0411,1.6906,1.9452,835
real_faces_1k,edge,0.7629,0.1519,0.6828,2.0765,666
real_faces_1k,edge,0.8775,0.0145,0.4615,1.3999,367
real_faces_1k,edge,0.8409,0.0218,1.7287,1.7753,593
real_faces_1k,edge,0.8657,0.0537,0.7628,1.5107,572
real_faces_1k,edge,0.8608,0.0109,1.6412,1.5612,557
real_faces_1k,edge,0.8698,0.0055,1.2632,1.5147,425
real_faces_1k,edge,0.7463,0.1341,1.1674,2.2568,709
real_faces_1k,edge,0.8241,0.0109,1.7745,1.6941,512
real_faces_1k,edge,0.8029,0.0495,0.761,2.0514,815
real_faces_1k,edge,0.86,0.0259,1.7778,1.5487,432
real_faces_1k,edge,0.8334,0.0889,1.2705,1.6646,457
real_faces_1k,edge,0.7289,0.0523,1.4427,2.5627,1054
real_faces_1k,edge,0.8874,0.0642,0.9087,1.2284,478
real_faces_1k,edge,0.87,0.0116,0.4113,1.4306,447
real_faces_1k,edge,0.8546,0.0283,1.5007,1.4534,409
real_faces_1k,edge,0.8191,0.0316,0.7296,1.7751,502
real_faces_1k,edge,0.793,0.0141,1.6752,2.0675,648
real_faces_1k,edge,0.7642,0.041,1.7881,2.1222,619
real_faces_1k,edge,0.8728,0.0506,1.3135,1.2982,351
real_faces_1k,edge,0.7205,0.0627,1.146,2.7857,1172
real_faces_1k,edge,0.7893,0.0189,1.5693,2.1256,639
real_faces_1k,edge,0.8903,0.0083,1.7277,1.2659,424
real_faces_1k,edge,0.818,0.0036,1.3699,1.9392,647
real_faces_1k,edge,0.8744,0.0011,1.7307,1.4545,421
real_faces_1k,edge,0.7874,0.0831,0.9759,1.9655,653
real_faces_1k,edge,0.8031,0.0299,0.8534,2.2255,803
real_faces_1k,edge,0.8886,0.0036,1.2388,1.1694,313
real_faces_1k,edge,0.8543,0.0434,1.561,1.6984,640
real_faces_1k,edge,0.8488,0.0305,1.5238,1.552,389
real_faces_1k,edge,0.7658,0.0359,0.9835,2.2715,942
real_faces_1k,edge,0.6836,0.2053,0.8465,2.5651,1140
real_faces_1k,edge,0.7328,0.0568,1.7539,2.3918,886
real_faces_1k,edge,0.8481,0.0307,1.6925,1.5317,478
real_faces_1k,edge,0.6947,0.0764,1.1742,2.7287,882
real_faces_1k,edge,0.8299,0.0276,1.6984,1.8995,469
real_faces_1k,edge,0.8998,0.0278,1.6411,1.1781,369
real_faces_1k,edge,0.8076,0.0821,1.312,1.8363,605
real_faces_1k,edge,0.9032,0.0196,1.2612,1.0251,213
real_faces_1k,edge,0.7993,0.061,0.7235,1.8565,641
real_faces_1k,edge,0.6435,0.0347,1.4509,3.1219,1083
real_faces_1k,edge,0.891,0.0011,0.9098,1.2473,337
real_faces_1k,edge,0.7195,0.0256,1.5257,2.6435,1346
real_faces_1k,edge,0.8606,0.0026,1.1802,1.5135,400
real_faces_1k,edge,0.7166,0.0079,1.111,2.4641,904
real_faces_1k,edge,0.8834,0.0273,1.5358,1.3058,386
real_faces_1k,edge,0.7643,0.0508,1.3507,2.2412,779
real_faces_1k,edge,0.7816,0.0239,1.6357,2.0953,719
real_faces_1k,edge,0.8339,0.0064,1.7659,1.7091,594
real_faces_1k,edge,0.7375,0.0384,1.0988,2.3353,849
real_faces_1k,edge,0.8195,0.0844,0.7575,1.8872,473
real_faces_1k,edge,0.8739,0.0378,1.7018,1.3087,345
real_faces_1k,edge,0.8096,0.0496,1.7112,1.915,674
real_faces_1k,edge,0.6984,0.1021,1.6634,2.2153,772
real_faces_1k,edge,0.8207,0.079,1.739,1.7901,548
real_faces_1k,edge,0.7384,0.0883,1.7132,2.3379,936
real_faces_1k,edge,0.7851,0.0096,1.2669,1.9681,660
real_faces_1k,edge,0.8632,0.0084,1.7124,1.5442,498
real_faces_1k,edge,0.7717,0.0417,1.5984,2.0539,600
real_faces_1k,edge,0.8535,0.0009,0.7398,1.6146,503
real_faces_1k,edge,0.8623,0.0168,1.4375,1.4117,395
real_faces_1k,edge,0.777,0.0125,1.8872,2.365,821
real_faces_1k,edge,0.834,0.0278,1.7067,1.655,545
real_faces_1k,edge,0.7883,0.1152,0.707,1.8674,586
real_faces_1k,edge,0.8045,0.0259,1.7891,2.0727,791
real_faces_1k,edge,0.8472,0.0288,1.6837,1.5912,492
real_faces_1k,edge,0.7476,0.011,1.4134,2.5032,819
real_faces_1k,edge,0.7319,0.0103,1.3261,2.5792,869
real_faces_1k,edge,0.7796,0.0744,0.5958,2.3139,833
real_faces_1k,edge,0.8906,0.0225,1.7477,1.3909,378
real_faces_1k,edge,0.727,0.1015,1.646,2.3333,813
real_faces_1k,edge,0.8559,0.0089,0.7752,1.5596,443
real_faces_1k,edge,0.8131,0.0013,1.1116,1.7365,501
real_faces_1k,edge,0.8727,0.0046,0.4943,1.3444,408
real_faces_1k,edge,0.8722,0.0065,0.9254,1.475,440
real_faces_1k,edge,0.8643,0.0243,1.6605,1.6336,486
real_faces_1k,edge,0.8687,0.0037,0.9648,1.5246,401
real_faces_1k,edge,0.9115,0.0046,1.6854,1.144,296
real_faces_1k,edge,0.6861,0.052,1.0279,2.8278,857
real_faces_1k,edge,0.8005,0.0253,1.604,2.015,753
real_faces_1k,edge,0.7979,0.0158,0.6587,2.1442,753
real_faces_1k,edge,0.8495,0.0303,0.9819,1.6424,483
real_faces_1k,edge,0.761,0.0537,1.2649,2.3973,711
real_faces_1k,edge,0.8922,0.0157,1.8194,1.3041,301
real_faces_1k,edge,0.8738,0.0072,1.6574,1.4263,473
real_faces_1k,edge,0.6517,0.0501,1.1349,2.9396,1017
real_faces_1k,edge,0.8652,0.049,0.7542,1.4251,318
real_faces_1k,edge,0.7717,0.0082,1.0041,2.1112,856
real_faces_1k,edge,0.8012,0.0305,1.5809,1.9214,583
real_faces_1k,edge,0.7355,0.0413,1.8586,2.2414,881
real_faces_1k,edge,0.9032,0.0051,1.6541,1.1966,355
real_faces_1k,edge,0.7864,0.0813,0.7703,2.166,664
real_faces_1k,edge,0.8282,0.0407,1.5622,1.9078,573
real_faces_1k,edge,0.6894,0.0923,0.8841,2.7409,1109
real_faces_1k,edge,0.7762,0.1088,1.1874,2.1227,706
real_faces_1k,edge,0.7227,0.0918,1.8946,2.5236,975
real_faces_1k,edge,0.8612,0.0263,0.8961,1.625,477
real_faces_1k,edge,0.7996,0.0414,0.6903,2.2578,927
real_faces_1k,edge,0.8205,0.0565,1.5431,1.6465,429
real_faces_1k,edge,0.7856,0.0332,1.8226,2.0976,661
real_faces_1k,edge,0.8328,0.0046,1.1887,1.7403,481
real_faces_1k,edge,0.8715,0.0317,0.6396,1.4387,491
real_faces_1k,edge,0.8662,0.0439,1.7438,1.4275,565
real_faces_1k,edge,0.6588,0.0759,1.3478,2.9455,1092
real_faces_1k,edge,0.8883,0.0024,1.6119,1.2692,324
real_faces_1k,edge,0.82,0.0092,1.7737,1.8332,639
real_faces_1k,edge,0.8177,0.0107,1.1935,1.6775,545
real_faces_1k,edge,0.7577,0.0439,1.5765,2.4071,806
real_faces_1k,edge,0.7514,0.0207,1.624,2.4124,794
real_faces_1k,edge,0.7897,0.1119,1.3614,1.9296,424
real_faces_1k,edge,0.7496,0.0312,1.7764,2.2236,777
real_faces_1k,edge,0.8398,0.0373,0.8414,1.679,378
real_faces_1k,edge,0.8579,0.0375,0.7477,1.4428,402
real_faces_1k,edge,0.8678,0.0371,1.5503,1.4854,441
real_faces_1k,edge,0.8708,0.0018,1.6866,1.3848,412
real_faces_1k,edge,0.6731,0.0357,1.4707,2.7475,907
real_faces_1k,edge,0.8545,0.0555,0.4916,1.4141,476
real_faces_1k,edge,0.8728,0.0138,1.0491,1.38,350
real_faces_1k,edge,0.9197,0.0094,0.9038,1.0238,196
real_faces_1k,edge,0.7805,0.0739,1.6188,2.2833,1021
real_faces_1k,edge,0.8248,0.0341,1.6179,1.896,605
real_faces_1k,edge,0.8055,0.1276,1.8471,1.6811,663
real_faces_1k,edge,0.8423,0.0733,1.6913,1.5355,389
real_faces_1k,edge,0.7986,0.0359,0.8159,1.9572,612
real_faces_1k,edge,0.8585,0.0216,1.7636,1.691,513
real_faces_1k,edge,0.7516,0.0513,1.3114,2.3208,934
real_faces_1k,edge,0.8347,0.0112,1.3128,1.7661,524
real_faces_1k,edge,0.7885,0.0242,0.5818,1.8315,535
real_faces_1k,edge,0.8794,0.0355,1.4415,1.3725,358
real_faces_1k,edge,0.8505,0.047,1.7319,1.5706,520
real_faces_1k,edge,0.8569,0.0205,1.6947,1.4472,470
real_faces_1k,edge,0.6798,0.0252,0.7956,2.8873,1135
real_faces_1k,edge,0.7903,0.1025,1.5488,1.9931,642
real_faces_1k,edge,0.9006,0.0135,1.6419,1.1723,246
real_faces_1k,edge,0.8289,0.0625,1.0624,1.6985,456
real_faces_1k,edge,0.8915,0.0162,1.471,1.2356,321
real_faces_1k,edge,0.8826,0.0273,1.5049,1.2742,244
real_faces_1k,edge,0.7714,0.0216,1.8208,2.1199,795
real_faces_1k,edge,0.7343,0.0162,1.3769,2.6131,964
real_faces_1k,edge,0.8511,0.0106,1.7262,1.586,361
real_faces_1k,edge,0.6366,0.1962,1.68,2.6361,940
real_faces_1k,edge,0.789,0.1002,1.8294,1.8354,464
real_faces_1k,edge,0.7636,0.042,1.6938,2.3003,901
real_faces_1k,edge,0.917,0.0059,1.5967,1.0525,222
real_faces_1k,edge,0.8288,0.0069,1.1805,1.7676,487
real_faces_1k,edge,0.7605,0.0291,1.7523,2.2401,818
real_faces_1k,edge,0.7504,0.0548,0.9291,2.3754,852
real_faces_1k,edge,0.8125,0.0445,1.6919,2.0172,765
real_faces_1k,edge,0.788,0.036,1.4011,2.102,616
real_faces_1k,edge,0.7393,0.0651,1.3902,2.2153,767
real_faces_1k,edge,0.6683,0.1028,0.5868,2.8755,843
real_faces_1k,edge,0.8234,0.0213,1.4024,1.9051,681
