category,filter_type,bilateral_symmetry,lr_imbalance,multifractal_width,entropy,junctions
ai_faces_1k,raw,0.8616,0.0012,0.2109,7.7391,996
ai_faces_1k,raw,0.5603,0.3296,1.7822,7.4687,667
ai_faces_1k,raw,0.863,0.0717,0.3023,6.9312,1070
ai_faces_1k,raw,0.8192,0.0463,0.4951,7.6007,1124
ai_faces_1k,raw,0.7956,0.1325,0.4725,7.5872,1411
ai_faces_1k,raw,0.8345,0.082,0.4723,7.5174,3654
ai_faces_1k,raw,0.8759,0.0299,0.2306,7.3229,1342
ai_faces_1k,raw,0.8187,0.1564,0.2218,7.4154,1549
ai_faces_1k,raw,0.6661,0.0948,2.253,7.8845,1274
ai_faces_1k,raw,0.8481,0.0547,0.1902,7.4714,476
ai_faces_1k,raw,0.8218,0.1136,0.219,7.4739,2424
ai_faces_1k,raw,0.9406,0.0078,0.298,7.0817,752
ai_faces_1k,raw,0.8769,0.0472,0.2395,7.3044,1193
ai_faces_1k,raw,0.8346,0.0707,1.0211,7.3856,1402
ai_faces_1k,raw,0.8969,0.0204,0.1716,7.2285,1578
ai_faces_1k,raw,0.89,0.0198,1.5771,6.9276,1206
ai_faces_1k,raw,0.8224,0.0832,0.3428,7.5064,3213
ai_faces_1k,raw,0.8372,0.1348,0.6422,7.5398,1790
ai_faces_1k,raw,0.9204,0.0176,0.3464,7.0293,1266
ai_faces_1k,raw,0.661,0.3135,0.1987,7.261,886
ai_faces_1k,raw,0.9045,0.0568,0.3862,6.8136,791
ai_faces_1k,raw,0.8195,0.1019,0.348,7.3887,1484
ai_faces_1k,raw,0.7284,0.2324,0.3709,7.4016,1300
ai_faces_1k,raw,0.8315,0.1303,0.2422,7.2988,1706
ai_faces_1k,raw,0.8218,0.1066,0.3737,7.5632,3333
ai_faces_1k,raw,0.8283,0.1257,0.2173,7.585,924
ai_faces_1k,raw,0.8437,0.0798,2.4976,7.3975,1411
ai_faces_1k,raw,0.8339,0.1118,0.3941,7.5015,2163
ai_faces_1k,raw,0.8781,0.0067,0.4366,7.5222,952
ai_faces_1k,raw,0.9149,0.0516,0.6799,7.5702,490
ai_faces_1k,raw,0.773,0.0259,0.3103,7.5118,1131
ai_faces_1k,raw,0.7294,0.2014,0.2022,7.1101,1142
ai_faces_1k,raw,0.7668,0.1795,0.2169,7.3361,1723
ai_faces_1k,raw,0.7275,0.0771,0.3063,7.2166,815
ai_faces_1k,raw,0.8095,0.0773,2.1447,7.5889,1210
ai_faces_1k,raw,0.8307,0.1177,0.2622,7.5481,1749
ai_faces_1k,raw,0.8893,0.0293,0.3516,7.5081,593
ai_faces_1k,raw,0.76,0.0717,0.2156,7.7399,2245
ai_faces_1k,raw,0.9353,0.0017,0.2239,6.436,627
ai_faces_1k,raw,0.7122,0.1606,0.5611,7.4971,786
ai_faces_1k,raw,0.7315,0.177,0.3586,7.8092,847
ai_faces_1k,raw,0.8273,0.0502,0.3115,7.3319,1076
ai_faces_1k,raw,0.8084,0.0647,0.2951,7.5408,3309
ai_faces_1k,raw,0.8024,0.1786,0.8083,6.9195,1378
ai_faces_1k,raw,0.7817,0.0131,0.1686,7.0335,1143
ai_faces_1k,raw,0.8114,0.0974,0.5499,7.279,1655
ai_faces_1k,raw,0.8289,0.0609,0.5176,7.7182,2247
ai_faces_1k,raw,0.7382,0.2006,0.3995,7.5741,457
ai_faces_1k,raw,0.7035,0.1776,0.3911,6.5064,1103
ai_faces_1k,raw,0.7982,0.1532,0.518,7.6684,1158
ai_faces_1k,raw,0.8387,0.0233,0.2649,7.5533,2329
ai_faces_1k,raw,0.7792,0.1566,0.1068,7.0271,1237
ai_faces_1k,raw,0.7486,0.0549,0.2772,7.7136,1119
ai_faces_1k,raw,0.8789,0.066,0.4794,7.4413,971
ai_faces_1k,raw,0.8771,0.0626,0.5648,7.6651,2027
ai_faces_1k,raw,0.8696,0.0519,0.6587,7.6441,1785
ai_faces_1k,raw,0.8496,0.0653,0.148,7.4126,1539
ai_faces_1k,raw,0.7357,0.127,2.2503,7.3182,1560
ai_faces_1k,raw,0.8921,0.0593,0.6608,7.4734,1130
ai_faces_1k,raw,0.8623,0.0536,1.7598,7.7644,2589
ai_faces_1k,raw,0.7539,0.1483,0.1657,7.6224,1046
ai_faces_1k,raw,0.8026,0.1188,0.1777,7.3682,1101
ai_faces_1k,raw,0.8297,0.1355,0.5756,7.6344,1008
ai_faces_1k,raw,0.8234,0.1068,0.227,7.3777,2505
ai_faces_1k,raw,0.9056,0.0338,0.2325,7.4767,1617
ai_faces_1k,raw,0.9036,0.036,0.2755,6.9108,679
ai_faces_1k,raw,0.841,0.1395,0.2515,7.379,800
ai_faces_1k,raw,0.8584,0.0123,0.296,7.3458,3275
ai_faces_1k,raw,0.8463,0.0475,0.185,7.2784,973
ai_faces_1k,raw,0.831,0.0732,0.9312,7.4443,1527
ai_faces_1k,raw,0.8866,0.0705,0.6839,7.5419,932
ai_faces_1k,raw,0.8033,0.1285,0.1933,7.2693,2799
ai_faces_1k,raw,0.7922,0.0904,1.085,7.6425,1151
ai_faces_1k,raw,0.8895,0.0919,0.6034,7.3254,616
ai_faces_1k,raw,0.8566,0.0142,0.489,7.7725,1932
ai_faces_1k,raw,0.8338,0.1316,0.2444,7.5943,1582
ai_faces_1k,raw,0.9338,0.0271,1.3028,7.1394,644
ai_faces_1k,raw,0.6051,0.3281,0.2045,7.4053,644
ai_faces_1k,raw,0.8642,0.0775,0.5878,7.6002,2141
ai_faces_1k,raw,0.7193,0.1825,0.5401,7.1337,1607
ai_faces_1k,raw,0.7747,0.106,0.5618,7.6506,1056
ai_faces_1k,raw,0.7111,0.1437,0.8994,7.8233,1621
ai_faces_1k,raw,0.8668,0.0607,0.3625,7.334,2271
ai_faces_1k,raw,0.8432,0.1321,1.9749,7.6795,1287
ai_faces_1k,raw,0.88,0.0123,0.2029,7.2277,1180
ai_faces_1k,raw,0.6707,0.2665,1.5183,7.6075,1037
ai_faces_1k,raw,0.9156,0.0544,0.2999,7.0141,608
ai_faces_1k,raw,0.8878,0.0433,0.216,7.3309,1057
ai_faces_1k,raw,0.8151,0.125,0.6454,7.0272,1132
ai_faces_1k,raw,0.9264,0.0233,0.2511,6.4201,1386
ai_faces_1k,raw,0.9183,0.0379,0.3505,7.0496,1656
ai_faces_1k,raw,0.8402,0.059,0.4421,7.4033,880
ai_faces_1k,raw,0.868,0.0524,1.6804,7.6982,1904
ai_faces_1k,raw,0.7391,0.1072,0.1929,7.1424,855
ai_faces_1k,raw,0.8656,0.0256,0.5983,7.5589,1468
ai_faces_1k,raw,0.8006,0.0241,0.353,7.1572,982
ai_faces_1k,raw,0.8471,0.0189,0.3555,7.5483,1238
ai_faces_1k,raw,0.877,0.022,0.2358,7.364,1236
ai_faces_1k,raw,0.815,0.0417,0.5814,7.6257,1501
ai_faces_1k,raw,0.871,0.0241,0.1205,7.0613,1052
ai_faces_1k,raw,0.8031,0.0818,0.2823,7.2823,526
ai_faces_1k,raw,0.8547,0.0657,0.1949,7.1197,1204
ai_faces_1k,raw,0.8613,0.0082,0.256,7.4432,1282
ai_faces_1k,raw,0.961,0.0204,0.1086,5.3411,508
ai_faces_1k,raw,0.7992,0.0509,0.9142,7.753,991
ai_faces_1k,raw,0.8942,0.019,0.5997,7.2631,1143
ai_faces_1k,raw,0.857,0.0669,0.3237,7.3903,2780
ai_faces_1k,raw,0.831,0.061,0.5653,7.6362,1960
ai_faces_1k,raw,0.7757,0.035,0.506,7.7672,1361
ai_faces_1k,raw,0.6945,0.1563,0.2774,7.6556,1824
ai_faces_1k,raw,0.7894,0.0796,0.2549,7.5318,1433
ai_faces_1k,raw,0.8645,0.0715,0.3871,7.3546,1717
ai_faces_1k,raw,0.8228,0.0045,0.2657,6.9564,779
ai_faces_1k,raw,0.712,0.0815,0.843,7.8364,1575
ai_faces_1k,raw,0.8926,0.0453,0.1277,7.124,906
ai_faces_1k,raw,0.8844,0.0006,0.3516,7.4437,1038
ai_faces_1k,raw,0.8682,0.0263,0.3499,7.6905,1899
ai_faces_1k,raw,0.8763,0.0362,0.4107,7.4938,1755
ai_faces_1k,raw,0.8016,0.0986,0.3873,7.7905,1285
ai_faces_1k,raw,0.8156,0.1595,0.1468,7.2988,1489
ai_faces_1k,raw,0.7881,0.1273,0.3876,7.5197,1169
ai_faces_1k,raw,0.8785,0.0651,0.4736,7.5411,1329
ai_faces_1k,raw,0.7431,0.0988,1.1693,7.647,1627
ai_faces_1k,raw,0.7837,0.023,0.1736,7.5507,1097
ai_faces_1k,raw,0.7921,0.0744,2.6209,7.663,1640
ai_faces_1k,raw,0.8056,0.0669,0.3057,7.3277,813
ai_faces_1k,raw,0.8081,0.0028,0.2847,7.6102,1456
ai_faces_1k,raw,0.7961,0.1661,0.7854,7.5045,956
ai_faces_1k,raw,0.8784,0.064,0.1917,7.2761,634
ai_faces_1k,raw,0.8646,0.0949,0.6398,7.5801,2805
ai_faces_1k,raw,0.9215,0.0122,0.4741,7.5761,1468
ai_faces_1k,raw,0.7946,0.1187,1.0066,7.6,1680
ai_faces_1k,raw,0.7747,0.0343,0.7503,7.7642,1850
ai_faces_1k,raw,0.6261,0.3466,0.5094,7.7783,1015
ai_faces_1k,raw,0.8486,0.0042,0.152,7.5599,1360
ai_faces_1k,raw,0.7776,0.0627,1.1351,7.3713,1282
ai_faces_1k,raw,0.8726,0.0443,0.6845,7.7175,1772
ai_faces_1k,raw,0.8604,0.0373,0.6216,7.4296,1195
ai_faces_1k,raw,0.9306,0.0122,0.1401,7.0699,731
ai_faces_1k,raw,0.8268,0.1191,0.6177,7.4978,2392
ai_faces_1k,raw,0.77,0.0218,0.2453,7.555,2261
ai_faces_1k,raw,0.6445,0.3331,0.1146,7.2611,669
ai_faces_1k,raw,0.8502,0.135,0.4729,7.2954,1118
ai_faces_1k,raw,0.8068,0.0674,0.5456,7.1058,819
ai_faces_1k,raw,0.7226,0.247,0.537,7.6353,1838
ai_faces_1k,raw,0.8349,0.0594,0.6688,7.1538,1249
ai_faces_1k,raw,0.7955,0.0085,0.3052,7.7651,2753
ai_faces_1k,raw,0.5932,0.3691,0.2464,7.2074,1372
ai_faces_1k,raw,0.6766,0.2866,0.2485,7.697,1086
ai_faces_1k,raw,0.8233,0.0506,0.5959,7.6579,1509
ai_faces_1k,raw,0.9242,0.0244,0.6416,7.3289,764
ai_faces_1k,raw,0.8504,0.0532,0.3992,7.5357,3405
ai_faces_1k,raw,0.7897,0.0642,0.5907,7.269,1073
ai_faces_1k,raw,0.6895,0.1484,2.2232,7.5143,1079
ai_faces_1k,raw,0.8651,0.0362,0.4039,7.4789,1211
ai_faces_1k,raw,0.7764,0.0808,0.9045,7.748,2240
ai_faces_1k,raw,0.8147,0.0579,0.4377,7.7029,638
ai_faces_1k,raw,0.7936,0.0817,0.3264,7.6053,1369
ai_faces_1k,raw,0.8234,0.0558,0.5355,7.6856,2385
ai_faces_1k,raw,0.7365,0.0389,0.4879,7.856,2109
ai_faces_1k,raw,0.8425,0.0427,0.3881,7.6717,2860
ai_faces_1k,raw,0.8339,0.036,0.1926,7.5365,1670
ai_faces_1k,raw,0.7689,0.1306,0.2106,6.9295,967
ai_faces_1k,raw,0.8158,0.0848,0.3762,7.6532,2379
ai_faces_1k,raw,0.8704,0.1115,0.072,7.2247,590
ai_faces_1k,raw,0.8917,0.0432,0.5876,7.2216,1564
ai_faces_1k,raw,0.8426,0.0661,0.3014,7.2299,854
ai_faces_1k,raw,0.803,0.0891,0.9069,7.5733,1124
ai_faces_1k,raw,0.8125,0.1767,0.1171,7.2642,984
ai_faces_1k,raw,0.7467,0.1045,0.3102,7.4589,1439
ai_faces_1k,raw,0.8453,0.0169,0.2919,7.4441,1253
ai_faces_1k,raw,0.7987,0.1676,0.3669,7.1497,642
ai_faces_1k,raw,0.7664,0.1573,0.3101,7.3843,1353
ai_faces_1k,raw,0.8212,0.02,0.5919,7.6244,1076
ai_faces_1k,raw,0.7297,0.207,0.4147,7.4187,1304
ai_faces_1k,raw,0.7997,0.1274,0.2784,7.3624,999
ai_faces_1k,raw,0.772,0.0152,0.5297,7.6016,788
ai_faces_1k,raw,0.886,0.0055,1.8684,7.412,667
ai_faces_1k,raw,0.88,0.062,0.7035,7.2338,1461
ai_faces_1k,raw,0.7929,0.1092,0.3237,7.7875,1927
ai_faces_1k,raw,0.8237,0.0435,0.6322,7.4154,1174
ai_faces_1k,raw,0.8401,0.0513,0.7554,7.106,543
ai_faces_1k,raw,0.8175,0.0826,1.2058,7.448,2268
ai_faces_1k,raw,0.8433,0.0397,1.2549,7.3313,1267
ai_faces_1k,raw,0.6853,0.1373,0.3428,7.4364,1444
ai_faces_1k,raw,0.7298,0.0436,0.6236,7.7789,2155
ai_faces_1k,raw,0.8485,0.0499,0.3015,7.6432,1218
ai_faces_1k,raw,0.9013,0.0309,0.3796,7.2136,1082
ai_faces_1k,raw,0.8407,0.1333,0.2545,7.4146,1442
ai_faces_1k,raw,0.8813,0.0819,0.3953,7.3735,1460
ai_faces_1k,raw,0.8816,0.0498,0.534,7.6244,1292
ai_faces_1k,raw,0.7257,0.1826,1.6055,7.5808,1010
ai_faces_1k,raw,0.6236,0.3608,0.4171,7.5542,853
ai_faces_1k,raw,0.8581,0.0384,0.173,7.0068,1056
ai_faces_1k,raw,0.8856,0.0459,0.3702,7.2249,3060
ai_faces_1k,raw,0.88,0.0161,0.5244,7.405,1457
ai_faces_1k,raw,0.8339,0.0959,0.4797,7.4381,1235
ai_faces_1k,raw,0.8244,0.1093,0.314,7.6658,1813
ai_faces_1k,raw,0.8547,0.0696,0.2228,7.2191,1174
ai_faces_1k,raw,0.5395,0.4234,0.1366,7.1339,683
ai_faces_1k,raw,0.7192,0.1741,0.5263,7.7061,1372
ai_faces_1k,raw,0.8313,0.1294,0.2179,7.2793,1493
ai_faces_1k,raw,0.8523,0.0263,0.2878,7.3455,1490
ai_faces_1k,raw,0.7311,0.1118,1.2422,7.6537,1116
ai_faces_1k,raw,0.9307,0.0132,0.1799,7.0918,1045
ai_faces_1k,raw,0.7584,0.2308,0.0949,7.3508,1004
ai_faces_1k,raw,0.9023,0.0198,0.986,7.4147,754
ai_faces_1k,raw,0.8471,0.0537,0.2324,7.3485,1169
ai_faces_1k,raw,0.756,0.2095,0.6406,7.4415,691
ai_faces_1k,raw,0.8315,0.0796,0.8054,7.5776,1923
ai_faces_1k,raw,0.8671,0.039,0.1894,7.363,778
ai_faces_1k,raw,0.7937,0.0901,0.2071,7.3981,783
ai_faces_1k,raw,0.7243,0.1521,0.3955,7.2957,929
ai_faces_1k,raw,0.8519,0.0356,0.3737,7.7511,1399
ai_faces_1k,raw,0.8403,0.0156,0.4944,7.4496,941
ai_faces_1k,raw,0.7938,0.0758,0.2228,7.3349,1308
ai_faces_1k,raw,0.865,0.0662,0.5082,7.5786,865
ai_faces_1k,raw,0.8493,0.1152,0.216,6.5163,1013
ai_faces_1k,raw,0.8784,0.0508,0.3165,7.3916,944
ai_faces_1k,raw,0.9111,0.0385,0.3971,6.8936,1243
ai_faces_1k,raw,0.9261,0.0075,0.2624,6.814,520
ai_faces_1k,raw,0.6281,0.1053,0.4811,7.6864,838
ai_faces_1k,raw,0.7888,0.0717,0.8916,7.689,1122
ai_faces_1k,raw,0.9216,0.0262,0.2664,7.0747,1672
ai_faces_1k,raw,0.6875,0.0019,2.0105,7.6679,1940
ai_faces_1k,raw,0.8444,0.0526,0.5897,7.5006,1651
ai_faces_1k,raw,0.8493,0.0274,0.193,7.5927,2152
ai_faces_1k,raw,0.8814,0.0044,0.5783,7.6102,992
ai_faces_1k,raw,0.8364,0.0217,0.4068,7.2492,1291
ai_faces_1k,raw,0.7942,0.0297,0.332,7.6888,1128
ai_faces_1k,raw,0.7762,0.1256,1.3219,7.5743,1770
ai_faces_1k,raw,0.8955,0.0594,0.4124,7.158,2349
ai_faces_1k,raw,0.7939,0.142,0.1348,7.5439,1089
ai_faces_1k,raw,0.8654,0.0607,0.3058,6.8556,761
ai_faces_1k,raw,0.855,0.0161,0.7148,7.695,1444
ai_faces_1k,raw,0.8427,0.1061,0.1544,7.1733,746
ai_faces_1k,raw,0.863,0.038,0.5634,7.3213,1822
ai_faces_1k,raw,0.8164,0.1043,0.3218,7.4165,1339
ai_faces_1k,raw,0.8704,0.0416,0.3944,7.3374,1246
ai_faces_1k,raw,0.8849,0.0048,1.3554,7.0877,852
ai_faces_1k,raw,0.7756,0.0587,0.311,7.6642,717
ai_faces_1k,raw,0.9007,0.083,0.1448,7.005,614
ai_faces_1k,raw,0.8795,0.0381,0.2746,7.2961,1090
ai_faces_1k,raw,0.8928,0.0074,0.4861,6.9882,1105
ai_faces_1k,raw,0.8091,0.0461,0.9329,7.4104,1264
ai_faces_1k,raw,0.858,0.0728,0.3933,7.2769,1805
ai_faces_1k,raw,0.7434,0.1909,0.1196,7.3511,907
ai_faces_1k,raw,0.8708,0.0968,0.5776,6.9166,1316
ai_faces_1k,raw,0.7708,0.1537,0.3181,7.6082,1261
ai_faces_1k,raw,0.6981,0.2683,0.1183,7.4617,1156
ai_faces_1k,raw,0.8245,0.014,0.3136,7.4998,1707
ai_faces_1k,raw,0.827,0.0028,0.4366,7.6839,1224
ai_faces_1k,raw,0.8719,0.0242,0.2361,7.4473,1563
ai_faces_1k,raw,0.8281,0.0382,0.429,7.4902,2566
ai_faces_1k,raw,0.6758,0.14,0.994,7.6479,847
ai_faces_1k,raw,0.8172,0.0273,0.3218,7.3493,1539
ai_faces_1k,raw,0.7548,0.1885,0.2321,7.4117,1388
ai_faces_1k,raw,0.7997,0.0171,0.2815,7.6513,1406
ai_faces_1k,raw,0.8418,0.1288,0.4586,7.3191,2054
ai_faces_1k,raw,0.8597,0.0319,0.4118,6.9469,903
ai_faces_1k,raw,0.8334,0.0304,0.6213,7.6175,1256
ai_faces_1k,raw,0.8836,0.077,0.4658,7.3812,823
ai_faces_1k,raw,0.844,0.0443,0.2447,7.3743,1034
ai_faces_1k,raw,0.8539,0.0862,0.496,7.5575,2545
ai_faces_1k,raw,0.7573,0.0276,2.524,7.731,996
ai_faces_1k,raw,0.8152,0.1485,0.495,7.5865,1324
ai_faces_1k,raw,0.7666,0.0392,1.7123,7.4976,1200
ai_faces_1k,raw,0.8192,0.0327,0.3444,7.6292,2642
ai_faces_1k,raw,0.6874,0.2036,0.3067,7.7312,964
ai_faces_1k,raw,0.6982,0.1481,0.2916,7.3149,1238
ai_faces_1k,raw,0.5585,0.3667,0.7038,7.6315,699
ai_faces_1k,raw,0.8677,0.0074,0.3609,7.504,683
ai_faces_1k,raw,0.7206,0.2623,0.0904,7.6936,625
ai_faces_1k,raw,0.8195,0.1303,0.3177,7.6408,3131
ai_faces_1k,raw,0.8524,0.0936,0.3186,7.5987,1403
ai_faces_1k,raw,0.6965,0.1709,0.3139,6.9071,1008
ai_faces_1k,raw,0.8409,0.0732,0.2511,7.5958,1252
ai_faces_1k,raw,0.8176,0.0835,0.2347,7.5921,1496
ai_faces_1k,raw,0.8924,0.0436,0.4259,7.7248,1373
ai_faces_1k,raw,0.8114,0.0399,0.586,7.7532,1915
ai_faces_1k,raw,0.7641,0.0598,0.267,7.5903,1523
ai_faces_1k,raw,0.8678,0.0869,0.2935,7.1206,674
ai_faces_1k,raw,0.9158,0.0348,0.322,7.6222,936
ai_faces_1k,raw,0.8823,0.0575,0.2467,7.2993,847
ai_faces_1k,raw,0.9462,0.0037,0.3678,6.3739,547
ai_faces_1k,raw,0.7271,0.0091,1.3527,7.6007,1500
ai_faces_1k,raw,0.7867,0.0587,0.3583,7.4195,984
ai_faces_1k,raw,0.8244,0.0888,0.3938,7.4651,1939
ai_faces_1k,raw,0.8126,0.1256,1.7508,7.6822,2928
ai_faces_1k,raw,0.8415,0.0268,0.2582,7.6614,4248
ai_faces_1k,raw,0.8332,0.0219,0.1462,7.3481,800
ai_faces_1k,raw,0.8673,0.0158,0.644,7.622,1134
ai_faces_1k,raw,0.8203,0.0491,0.3817,7.6137,1819
ai_faces_1k,raw,0.8351,0.0746,0.5293,7.4741,1109
ai_faces_1k,raw,0.7852,0.1173,0.4633,7.6799,958
ai_faces_1k,raw,0.8712,0.0119,0.3364,7.3403,1437
ai_faces_1k,raw,0.8951,0.065,0.494,7.6328,1412
ai_faces_1k,raw,0.8518,0.0126,0.4029,7.662,1264
ai_faces_1k,raw,0.6598,0.2171,1.418,7.6386,1140
ai_faces_1k,raw,0.8619,0.1034,0.4105,7.2199,896
ai_faces_1k,raw,0.8788,0.0112,0.2646,7.5455,1624
ai_faces_1k,raw,0.8119,0.1111,0.3579,7.7386,1090
ai_faces_1k,raw,0.8716,0.0575,0.6029,7.346,864
ai_faces_1k,raw,0.816,0.063,0.129,7.5843,1096
ai_faces_1k,raw,0.8213,0.0361,0.2684,7.5788,2170
ai_faces_1k,raw,0.8559,0.0414,0.3224,7.4011,1357
ai_faces_1k,raw,0.9118,0.0795,0.1526,5.0816,1002
ai_faces_1k,raw,0.8196,0.1029,0.6119,7.7133,1822
ai_faces_1k,raw,0.766,0.0798,0.4786,7.8029,1403
ai_faces_1k,raw,0.8136,0.1147,1.4057,7.4966,838
ai_faces_1k,raw,0.871,0.0583,0.1947,7.6422,583
ai_faces_1k,raw,0.7692,0.083,0.2867,7.716,1728
ai_faces_1k,raw,0.6865,0.3023,0.2161,6.5289,1080
ai_faces_1k,raw,0.8533,0.0635,0.3648,7.3914,864
ai_faces_1k,raw,0.9411,0.0137,0.3129,6.7946,825
ai_faces_1k,raw,0.8461,0.0716,0.2191,7.617,1157
ai_faces_1k,raw,0.8771,0.0342,0.2946,7.7,2184
ai_faces_1k,raw,0.8351,0.1161,0.2472,7.0325,655
ai_faces_1k,raw,0.8043,0.037,0.3597,7.6155,2280
ai_faces_1k,raw,0.9164,0.0635,0.4391,7.1494,506
ai_faces_1k,raw,0.8784,0.0108,2.6638,7.6513,1205
ai_faces_1k,raw,0.8275,0.0932,0.1957,7.48,4139
ai_faces_1k,raw,0.8315,0.1512,0.3536,7.2529,1503
ai_faces_1k,raw,0.8016,0.0997,0.7071,7.6877,2264
ai_faces_1k,raw,0.9411,0.0094,0.673,7.1031,873
ai_faces_1k,raw,0.7201,0.1824,0.9422,7.8235,1733
ai_faces_1k,raw,0.849,0.122,0.252,6.7296,660
ai_faces_1k,raw,0.7334,0.1951,0.6137,7.4993,1223
ai_faces_1k,raw,0.8681,0.0795,0.4421,7.3275,1969
ai_faces_1k,raw,0.8244,0.1102,1.0822,7.2065,1335
ai_faces_1k,raw,0.865,0.0778,0.5399,7.429,1086
ai_faces_1k,raw,0.8378,0.0304,0.4507,7.6913,1320
ai_faces_1k,raw,0.9041,0.0761,0.2004,7.2509,1148
ai_faces_1k,raw,0.891,0.0543,0.1825,7.0225,1358
ai_faces_1k,raw,0.8016,0.1208,0.3179,7.3752,822
ai_faces_1k,raw,0.7867,0.175,0.7168,7.6388,2128
ai_faces_1k,raw,0.7128,0.23,0.3124,7.6739,1478
ai_faces_1k,raw,0.8235,0.1139,0.2587,7.5819,1380
ai_faces_1k,raw,0.6505,0.3183,0.1592,5.7412,1752
ai_faces_1k,raw,0.7394,0.0717,0.5117,7.5694,1222
ai_faces_1k,raw,0.8993,0.0016,0.6658,7.2301,1305
ai_faces_1k,raw,0.8847,0.003,0.2466,7.4708,1093
ai_faces_1k,raw,0.7678,0.1197,1.5083,7.8088,2627
ai_faces_1k,raw,0.835,0.0568,0.3819,7.6892,1306
ai_faces_1k,raw,0.9382,0.0033,0.2912,7.1796,1122
ai_faces_1k,raw,0.8402,0.0693,0.8,7.5097,1361
ai_faces_1k,raw,0.821,0.1141,0.2909,7.2554,1797
ai_faces_1k,raw,0.8429,0.0592,0.2464,7.472,876
ai_faces_1k,raw,0.7912,0.1353,0.2349,7.5443,997
ai_faces_1k,raw,0.8918,0.0253,1.2244,7.3193,868
ai_faces_1k,raw,0.7808,0.0624,0.1271,6.6135,752
ai_faces_1k,raw,0.7598,0.1284,0.4418,7.75,3344
ai_faces_1k,raw,0.8893,0.0153,0.1262,7.4077,2320
ai_faces_1k,raw,0.7555,0.2194,0.2413,7.3334,2206
ai_faces_1k,raw,0.7713,0.1461,0.3759,7.3101,2070
ai_faces_1k,raw,0.8582,0.0217,0.1912,7.2553,794
ai_faces_1k,raw,0.925,0.0559,0.1151,6.6254,547
ai_faces_1k,raw,0.6375,0.1762,0.4341,7.5383,1257
ai_faces_1k,raw,0.7768,0.2152,0.2989,7.4416,1203
ai_faces_1k,raw,0.7256,0.0654,0.5642,7.7606,1654
ai_faces_1k,raw,0.8854,0.0435,0.5364,7.4267,1085
ai_faces_1k,raw,0.7264,0.096,2.053,7.5692,1707
ai_faces_1k,raw,0.7165,0.2255,0.111,7.4744,1397
ai_faces_1k,raw,0.6494,0.3418,0.2062,7.7551,874
ai_faces_1k,raw,0.8404,0.0169,0.4427,7.6911,949
ai_faces_1k,raw,0.8773,0.0145,0.1917,7.2053,1143
ai_faces_1k,raw,0.898,0.0009,0.4362,7.4312,1060
ai_faces_1k,raw,0.6654,0.2779,0.2996,7.6659,2213
ai_faces_1k,raw,0.8838,0.0042,0.1035,6.4694,978
ai_faces_1k,raw,0.8082,0.1234,0.5151,7.6795,5344
ai_faces_1k,raw,0.884,0.1047,0.2683,7.0294,873
ai_faces_1k,raw,0.772,0.0795,0.1761,6.9597,857
ai_faces_1k,raw,0.7833,0.137,0.2792,7.1446,1356
ai_faces_1k,raw,0.8556,0.0058,0.3452,7.454,1210
ai_faces_1k,raw,0.8192,0.109,0.8803,7.3878,823
ai_faces_1k,raw,0.8277,0.0956,0.3911,7.5824,768
ai_faces_1k,raw,0.7599,0.155,0.3377,7.735,2667
ai_faces_1k,raw,0.8496,0.0907,0.5614,7.5822,1477
ai_faces_1k,raw,0.8629,0.0278,0.3091,7.2345,1278
ai_faces_1k,raw,0.6807,0.2801,0.5413,7.7152,1091
ai_faces_1k,raw,0.8064,0.1535,0.1584,7.0554,1085
ai_faces_1k,raw,0.8599,0.0128,0.3939,7.5092,1540
ai_faces_1k,raw,0.717,0.1829,0.4339,7.7843,1860
ai_faces_1k,raw,0.8492,0.0352,0.1984,6.9045,2023
ai_faces_1k,raw,0.8073,0.1039,0.3567,7.5957,1471
ai_faces_1k,raw,0.7163,0.0045,0.3632,7.7642,2215
ai_faces_1k,raw,0.9027,0.0736,0.0936,6.666,531
ai_faces_1k,raw,0.9208,0.0435,0.6389,6.9969,1002
ai_faces_1k,raw,0.7724,0.2082,0.3861,7.4819,509
ai_faces_1k,raw,0.7681,0.1871,0.8805,7.6231,1881
ai_faces_1k,raw,0.8924,0.0681,0.1081,7.0969,878
ai_faces_1k,raw,0.8406,0.0496,0.4975,7.3232,1262
ai_faces_1k,raw,0.8534,0.0881,0.2838,7.4061,1096
ai_faces_1k,raw,0.7614,0.2048,0.4858,7.6459,951
ai_faces_1k,raw,0.9026,0.0122,0.1608,7.237,1698
ai_faces_1k,raw,0.7561,0.1257,1.6828,7.4027,3468
ai_faces_1k,raw,0.7398,0.2014,0.4487,7.5303,1233
ai_faces_1k,raw,0.7422,0.1363,0.1701,7.7517,1373
ai_faces_1k,raw,0.8309,0.029,0.2576,7.3355,1630
ai_faces_1k,raw,0.8635,0.0749,0.4052,7.2991,918
ai_faces_1k,raw,0.9001,0.0615,0.0996,7.3311,1139
ai_faces_1k,raw,0.9067,0.0517,1.3117,7.4748,1196
ai_faces_1k,raw,0.8942,0.0111,0.3312,7.6915,643
ai_faces_1k,raw,0.8159,0.0663,0.5121,7.4053,991
ai_faces_1k,raw,0.5582,0.4379,0.2771,7.7456,606
ai_faces_1k,raw,0.899,0.0219,0.9431,7.2039,985
ai_faces_1k,raw,0.7855,0.1416,0.9636,7.8548,2562
